sg_idx,case,sample_rank,recon_index,mat,node,row_type,matched_mse_mean,matched_mse_node,feat_bin_mse,case_recover_mse_mean,case_recover_mse_var,case_feat_bin_mse_mean,case_feat_bin_mse_var
0,case1_exact_pattern,18,18,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 3.0 3.0 0.0 0.0 3.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 4.0 0.0 0.0 3.0 4.0]],2,node,2.1414095153288427e-09,1.119157229806135e-09,0.0,,,,
0,case1_exact_pattern,18,18,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 3.0 3.0 0.0 0.0 3.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 4.0 0.0 0.0 3.0 4.0]],3,node,2.1414095153288427e-09,7.446480831509236e-09,0.0,,,,
0,case1_exact_pattern,18,18,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 3.0 3.0 0.0 0.0 3.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 4.0 0.0 0.0 3.0 4.0]],6,node,2.1414095153288427e-09,1.2185224102738893e-35,0.0,,,,
0,case1_exact_pattern,18,18,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 3.0 3.0 0.0 0.0 3.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 4.0 0.0 0.0 3.0 4.0]],9,node,2.1414095153288427e-09,1.6296240712262634e-34,0.0,,,,
0,case1_exact_pattern,18,18,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 3.0 3.0 0.0 0.0 3.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 4.0 0.0 0.0 3.0 4.0]],mean,sample_mean,2.1414095153288427e-09,2.1414095153288427e-09,0.0,,,,
0,case1_exact_pattern,19,19,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 6.0 3.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],2,node,2.8176006892905485e-09,3.823921925652956e-09,0.0,,,,
0,case1_exact_pattern,19,19,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 6.0 3.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],3,node,2.8176006892905485e-09,7.446480831509238e-09,0.0,,,,
0,case1_exact_pattern,19,19,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 6.0 3.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],6,node,2.8176006892905485e-09,1.0179660581889746e-34,0.0,,,,
0,case1_exact_pattern,19,19,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 6.0 3.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],9,node,2.8176006892905485e-09,1.4503893422757222e-34,0.0,,,,
0,case1_exact_pattern,19,19,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 6.0 3.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],mean,sample_mean,2.8176006892905485e-09,2.8176006892905485e-09,0.0,,,,
0,case1_exact_pattern,20,20,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],2,node,1.2720901664082945e-09,2.407627566289851e-09,0.0,,,,
0,case1_exact_pattern,20,20,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],3,node,1.2720901664082945e-09,2.6807330993433276e-09,0.0,,,,
0,case1_exact_pattern,20,20,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],6,node,1.2720901664082945e-09,1.4836939543798825e-34,0.0,,,,
0,case1_exact_pattern,20,20,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],9,node,1.2720901664082945e-09,2.3427468415161728e-35,0.0,,,,
0,case1_exact_pattern,20,20,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],mean,sample_mean,1.2720901664082945e-09,1.2720901664082945e-09,0.0,,,,
0,case1_exact_pattern,21,21,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 4.0 3.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],2,node,2.7595465216920655e-10,1.1038186086768262e-09,0.0,,,,
0,case1_exact_pattern,21,21,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 4.0 3.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],3,node,2.7595465216920655e-10,7.0119293912214326e-34,0.0,,,,
0,case1_exact_pattern,21,21,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 4.0 3.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],6,node,2.7595465216920655e-10,6.723802754521584e-35,0.0,,,,
0,case1_exact_pattern,21,21,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 4.0 3.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],9,node,2.7595465216920655e-10,6.751884713600908e-35,0.0,,,,
0,case1_exact_pattern,21,21,[[0.0 0.0 7.0 0.0 0.0 0.0]; [0.0 4.0 3.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],mean,sample_mean,2.7595465216920655e-10,2.7595465216920655e-10,0.0,,,,
0,case1_exact_pattern,22,22,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 4.0 6.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],2,node,3.3804444890727768e-09,1.3521777956291107e-08,0.0,,,,
0,case1_exact_pattern,22,22,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 4.0 6.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],3,node,3.3804444890727768e-09,3.4859278151293943e-35,0.0,,,,
0,case1_exact_pattern,22,22,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 4.0 6.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],6,node,3.3804444890727768e-09,2.0825276295035476e-34,0.0,,,,
0,case1_exact_pattern,22,22,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 4.0 6.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],9,node,3.3804444890727768e-09,6.977292815796583e-34,0.0,,,,
0,case1_exact_pattern,22,22,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 4.0 6.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],mean,sample_mean,3.3804444890727768e-09,3.3804444890727768e-09,0.0,,,,
0,case1_exact_pattern,23,23,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 4.0 5.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],2,node,5.40871118251644e-10,2.163484473006576e-09,0.0,,,,
0,case1_exact_pattern,23,23,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 4.0 5.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],3,node,5.40871118251644e-10,1.4879740929315428e-35,0.0,,,,
0,case1_exact_pattern,23,23,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 4.0 5.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],6,node,5.40871118251644e-10,1.6668005362171095e-35,0.0,,,,
0,case1_exact_pattern,23,23,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 4.0 5.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],9,node,5.40871118251644e-10,3.069683832331501e-34,0.0,,,,
0,case1_exact_pattern,23,23,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 4.0 5.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],mean,sample_mean,5.40871118251644e-10,5.40871118251644e-10,0.0,,,,
0,case1_exact_pattern,24,24,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 4.0 4.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],2,node,6.716364369879912e-34,3.474133549645449e-35,0.0,,,,
0,case1_exact_pattern,24,24,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 4.0 4.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],3,node,6.716364369879912e-34,2.088997017915158e-33,0.0,,,,
0,case1_exact_pattern,24,24,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 4.0 4.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],6,node,6.716364369879912e-34,3.995587834109815e-34,0.0,,,,
0,case1_exact_pattern,24,24,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 4.0 4.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],9,node,6.716364369879912e-34,1.6324861112937101e-34,0.0,,,,
0,case1_exact_pattern,24,24,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 4.0 4.0 0.0 0.0 4.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 3.0 0.0 0.0 3.0 3.0]],mean,sample_mean,6.716364369879912e-34,6.716364369879912e-34,0.0,,,,
0,case1_exact_pattern,25,25,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 5.0 6.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],2,node,3.073537567979969e-09,9.613417172576548e-09,0.0,,,,
0,case1_exact_pattern,25,25,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 5.0 6.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],3,node,3.073537567979969e-09,2.6807330993433276e-09,0.0,,,,
0,case1_exact_pattern,25,25,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 5.0 6.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],6,node,3.073537567979969e-09,2.64633869061454e-34,0.0,,,,
0,case1_exact_pattern,25,25,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 5.0 6.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],9,node,3.073537567979969e-09,1.111077049902462e-34,0.0,,,,
0,case1_exact_pattern,25,25,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 5.0 6.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],mean,sample_mean,3.073537567979969e-09,3.073537567979969e-09,0.0,,,,
0,case1_exact_pattern,26,26,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 5.0 5.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],2,node,1.21857031744084e-09,2.193548170420028e-09,0.0,,,,
0,case1_exact_pattern,26,26,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 5.0 5.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],3,node,1.21857031744084e-09,2.6807330993433318e-09,0.0,,,,
0,case1_exact_pattern,26,26,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 5.0 5.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],6,node,1.21857031744084e-09,1.4885079209316872e-34,0.0,,,,
0,case1_exact_pattern,26,26,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 5.0 5.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],9,node,1.21857031744084e-09,2.93594977721352e-35,0.0,,,,
0,case1_exact_pattern,26,26,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 5.0 5.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],mean,sample_mean,1.21857031744084e-09,1.21857031744084e-09,0.0,,,,
0,case1_exact_pattern,27,27,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 5.0 4.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],2,node,9.680425080962022e-10,1.1914369330414773e-09,0.0,,,,
0,case1_exact_pattern,27,27,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 5.0 4.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],3,node,9.680425080962022e-10,2.6807330993433318e-09,0.0,,,,
0,case1_exact_pattern,27,27,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 5.0 4.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],6,node,9.680425080962022e-10,4.248727559555259e-34,0.0,,,,
0,case1_exact_pattern,27,27,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 5.0 4.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],9,node,9.680425080962022e-10,6.007413757025491e-34,0.0,,,,
0,case1_exact_pattern,27,27,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 5.0 4.0 0.0 0.0 5.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 2.0 0.0 0.0 3.0 2.0]],mean,sample_mean,9.680425080962022e-10,9.680425080962022e-10,0.0,,,,
0,case1_exact_pattern,28,28,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 6.0 6.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],2,node,5.289039224158604e-09,1.370967606512517e-08,0.0,,,,
0,case1_exact_pattern,28,28,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 6.0 6.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],3,node,5.289039224158604e-09,7.446480831509246e-09,0.0,,,,
0,case1_exact_pattern,28,28,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 6.0 6.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],6,node,5.289039224158604e-09,8.861771033921904e-36,0.0,,,,
0,case1_exact_pattern,28,28,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 6.0 6.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],9,node,5.289039224158604e-09,2.671060132413936e-34,0.0,,,,
0,case1_exact_pattern,28,28,[[0.0 0.0 4.0 0.0 0.0 0.0]; [0.0 6.0 6.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],mean,sample_mean,5.289039224158604e-09,5.289039224158604e-09,0.0,,,,
0,case1_exact_pattern,29,29,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 6.0 5.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],2,node,3.159665949868814e-09,5.192182967966018e-09,0.0,,,,
0,case1_exact_pattern,29,29,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 6.0 5.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],3,node,3.159665949868814e-09,7.446480831509239e-09,0.0,,,,
0,case1_exact_pattern,29,29,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 6.0 5.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],6,node,3.159665949868814e-09,2.222103256528504e-34,0.0,,,,
0,case1_exact_pattern,29,29,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 6.0 5.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],9,node,3.159665949868814e-09,1.548055383622418e-35,0.0,,,,
0,case1_exact_pattern,29,29,[[0.0 0.0 5.0 0.0 0.0 0.0]; [0.0 6.0 5.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],mean,sample_mean,3.159665949868814e-09,3.159665949868814e-09,0.0,,,,
0,case1_exact_pattern,30,30,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 6.0 4.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],2,node,2.6890069669338966e-09,3.309547036226335e-09,0.0,,,,
0,case1_exact_pattern,30,30,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 6.0 4.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],3,node,2.6890069669338966e-09,7.4464808315092505e-09,0.0,,,,
0,case1_exact_pattern,30,30,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 6.0 4.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],6,node,2.6890069669338966e-09,2.7343663426649113e-34,0.0,,,,
0,case1_exact_pattern,30,30,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 6.0 4.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],9,node,2.6890069669338966e-09,4.160004375847997e-34,0.0,,,,
0,case1_exact_pattern,30,30,[[0.0 0.0 6.0 0.0 0.0 0.0]; [0.0 6.0 4.0 0.0 0.0 6.0]; [4.0 0.0 0.0 6.0 0.0 0.0]; [3.0 1.0 0.0 0.0 3.0 1.0]],mean,sample_mean,2.6890069669338966e-09,2.6890069669338966e-09,0.0,,,,
0,case2_zero_count,1,7,[[0.0 0.0 1.0 0.0 0.0 0.0]; [0.0 6.0 2.0 0.0 0.0 6.0]; [0.0 1.0 0.0 0.0 0.0 1.0]; [7.0 0.0 7.0 6.0 3.0 0.0]],2,node,0.00019862789723797998,7.863694204537507e-05,0.365,,,,
0,case2_zero_count,1,7,[[0.0 0.0 1.0 0.0 0.0 0.0]; [0.0 6.0 2.0 0.0 0.0 6.0]; [0.0 1.0 0.0 0.0 0.0 1.0]; [7.0 0.0 7.0 6.0 3.0 0.0]],3,node,0.00019862789723797998,1.9354421711192596e-05,0.42,,,,
0,case2_zero_count,1,7,[[0.0 0.0 1.0 0.0 0.0 0.0]; [0.0 6.0 2.0 0.0 0.0 6.0]; [0.0 1.0 0.0 0.0 0.0 1.0]; [7.0 0.0 7.0 6.0 3.0 0.0]],6,node,0.00019862789723797998,5.211655152535305e-09,0.0,,,,
0,case2_zero_count,1,7,[[0.0 0.0 1.0 0.0 0.0 0.0]; [0.0 6.0 2.0 0.0 0.0 6.0]; [0.0 1.0 0.0 0.0 0.0 1.0]; [7.0 0.0 7.0 6.0 3.0 0.0]],9,node,0.00019862789723797998,0.0006965150135401997,0.4816666666666667,,,,
0,case2_zero_count,1,7,[[0.0 0.0 1.0 0.0 0.0 0.0]; [0.0 6.0 2.0 0.0 0.0 6.0]; [0.0 1.0 0.0 0.0 0.0 1.0]; [7.0 0.0 7.0 6.0 3.0 0.0]],mean,sample_mean,0.00019862789723797998,0.00019862789723797998,0.31666666666666665,,,,
0,case2_zero_count,2,45,[[0.0 0.0 1.0 0.0 0.0 0.0]; [1.0 0.0 2.0 0.0 1.0 0.0]; [0.0 7.0 0.0 0.0 0.0 7.0]; [6.0 0.0 7.0 6.0 2.0 0.0]],2,node,6.555196610907207e-07,2.4051016670733995e-06,0.21333333333333335,,,,
0,case2_zero_count,2,45,[[0.0 0.0 1.0 0.0 0.0 0.0]; [1.0 0.0 2.0 0.0 1.0 0.0]; [0.0 7.0 0.0 0.0 0.0 7.0]; [6.0 0.0 7.0 6.0 2.0 0.0]],3,node,6.555196610907207e-07,1.2309488721474474e-08,0.0,,,,
0,case2_zero_count,2,45,[[0.0 0.0 1.0 0.0 0.0 0.0]; [1.0 0.0 2.0 0.0 1.0 0.0]; [0.0 7.0 0.0 0.0 0.0 7.0]; [6.0 0.0 7.0 6.0 2.0 0.0]],6,node,6.555196610907207e-07,5.885649588752356e-35,0.0,,,,
0,case2_zero_count,2,45,[[0.0 0.0 1.0 0.0 0.0 0.0]; [1.0 0.0 2.0 0.0 1.0 0.0]; [0.0 7.0 0.0 0.0 0.0 7.0]; [6.0 0.0 7.0 6.0 2.0 0.0]],9,node,6.555196610907207e-07,2.0466748856800895e-07,0.0,,,,
0,case2_zero_count,2,45,[[0.0 0.0 1.0 0.0 0.0 0.0]; [1.0 0.0 2.0 0.0 1.0 0.0]; [0.0 7.0 0.0 0.0 0.0 7.0]; [6.0 0.0 7.0 6.0 2.0 0.0]],mean,sample_mean,6.555196610907207e-07,6.555196610907207e-07,0.05333333333333334,,,,
0,case2_zero_count,3,47,[[0.0 0.0 3.0 0.0 0.0 0.0]; [0.0 7.0 5.0 0.0 0.0 7.0]; [1.0 0.0 0.0 0.0 1.0 0.0]; [6.0 0.0 2.0 6.0 2.0 0.0]],2,node,6.6808725291792e-08,5.025792387768502e-08,0.0,,,,
0,case2_zero_count,3,47,[[0.0 0.0 3.0 0.0 0.0 0.0]; [0.0 7.0 5.0 0.0 0.0 7.0]; [1.0 0.0 0.0 0.0 1.0 0.0]; [6.0 0.0 2.0 6.0 2.0 0.0]],3,node,6.6808725291792e-08,1.2309488721474479e-08,0.0,,,,
0,case2_zero_count,3,47,[[0.0 0.0 3.0 0.0 0.0 0.0]; [0.0 7.0 5.0 0.0 0.0 7.0]; [1.0 0.0 0.0 0.0 1.0 0.0]; [6.0 0.0 2.0 6.0 2.0 0.0]],6,node,6.6808725291792e-08,7.604863909201645e-35,0.0,,,,
0,case2_zero_count,3,47,[[0.0 0.0 3.0 0.0 0.0 0.0]; [0.0 7.0 5.0 0.0 0.0 7.0]; [1.0 0.0 0.0 0.0 1.0 0.0]; [6.0 0.0 2.0 6.0 2.0 0.0]],9,node,6.6808725291792e-08,2.0466748856800855e-07,0.0,,,,
0,case2_zero_count,3,47,[[0.0 0.0 3.0 0.0 0.0 0.0]; [0.0 7.0 5.0 0.0 0.0 7.0]; [1.0 0.0 0.0 0.0 1.0 0.0]; [6.0 0.0 2.0 6.0 2.0 0.0]],mean,sample_mean,6.6808725291792e-08,6.6808725291792e-08,0.0,,,,
0,case2_zero_count,4,72,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 7.0 7.0 0.0 0.0 7.0]; [2.0 0.0 0.0 3.0 0.0 0.0]; [5.0 0.0 1.0 3.0 3.0 0.0]],2,node,7.070779447636974e-08,2.1935481704200237e-07,0.0,,,,
0,case2_zero_count,4,72,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 7.0 7.0 0.0 0.0 7.0]; [2.0 0.0 0.0 3.0 0.0 0.0]; [5.0 0.0 1.0 3.0 3.0 0.0]],3,node,7.070779447636974e-08,1.2309488721474474e-08,0.0,,,,
0,case2_zero_count,4,72,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 7.0 7.0 0.0 0.0 7.0]; [2.0 0.0 0.0 3.0 0.0 0.0]; [5.0 0.0 1.0 3.0 3.0 0.0]],6,node,7.070779447636974e-08,5.11668721420021e-08,0.0,,,,
0,case2_zero_count,4,72,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 7.0 7.0 0.0 0.0 7.0]; [2.0 0.0 0.0 3.0 0.0 0.0]; [5.0 0.0 1.0 3.0 3.0 0.0]],9,node,7.070779447636974e-08,6.802568167708622e-34,0.0,,,,
0,case2_zero_count,4,72,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 7.0 7.0 0.0 0.0 7.0]; [2.0 0.0 0.0 3.0 0.0 0.0]; [5.0 0.0 1.0 3.0 3.0 0.0]],mean,sample_mean,7.070779447636974e-08,7.070779447636974e-08,0.0,,,,
0,case2_zero_count,5,81,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [0.0 2.0 0.0 0.0 0.0 2.0]; [7.0 0.0 5.0 6.0 3.0 0.0]],2,node,0.00015723747335311822,0.00014907309367798762,0.37,,,,
0,case2_zero_count,5,81,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [0.0 2.0 0.0 0.0 0.0 2.0]; [7.0 0.0 5.0 6.0 3.0 0.0]],3,node,0.00015723747335311822,6.619359869160716e-05,0.42833333333333334,,,,
0,case2_zero_count,5,81,[[0.0 0.0 2.0 0.0 0.0 0.0]; [0.0 5.0 3.0 0.0 0.0 5.0]; [0.0 2.0 0.0 0.0 0.0 2.0]; [7.0 0.0 5.0 6.0 3.0 0.0]],6,node,0.00015723747335311822,5.211655152535306e-09,0.0,,,,
