sg_idx,case,sample_rank,recon_index,node,row_type,matched_mse_mean,matched_mse_node,cosine_similarity,case_mse_mean,case_mse_var,case_cosine_similarity_mean,case_cosine_similarity_var
0,case1_exact_pattern,10,10,2,node,3.3785310906103817e-07,1.2088027285295915e-07,0.750104968597145,,,,
0,case1_exact_pattern,10,10,3,node,3.3785310906103817e-07,1.0906005780252267e-06,0.9556174816265138,,,,
0,case1_exact_pattern,10,10,6,node,3.3785310906103817e-07,7.129888449826751e-36,0.9999999999999747,,,,
0,case1_exact_pattern,10,10,9,node,3.3785310906103817e-07,1.3993158536596674e-07,0.9115468874002928,,,,
0,case1_exact_pattern,10,10,mean,sample_mean,3.3785310906103817e-07,3.3785310906103817e-07,0.9043173344059816,,,,
0,case1_exact_pattern,11,11,2,node,7.506500338470664e-08,1.208802728529593e-07,0.7501049685971406,,,,
0,case1_exact_pattern,11,11,3,node,7.506500338470664e-08,1.2117784200280313e-07,0.9737751992053172,,,,
0,case1_exact_pattern,11,11,6,node,7.506500338470664e-08,1.2248608536293308e-34,0.9999999999999748,,,,
0,case1_exact_pattern,11,11,9,node,7.506500338470664e-08,5.82018986830641e-08,0.8144940114118291,,,,
0,case1_exact_pattern,11,11,mean,sample_mean,7.506500338470664e-08,7.506500338470664e-08,0.8845935448035654,,,,
0,case1_exact_pattern,12,12,2,node,6.115748468529343e-08,1.234520967383705e-07,0.2980781189023604,,,,
0,case1_exact_pattern,12,12,3,node,6.115748468529343e-08,1.2117784200280321e-07,0.9737751992053173,,,,
0,case1_exact_pattern,12,12,6,node,6.115748468529343e-08,6.842379823278507e-35,0.9999999999999749,,,,
0,case1_exact_pattern,12,12,9,node,6.115748468529343e-08,9.253127876797261e-35,0.9999999999999751,,,,
0,case1_exact_pattern,12,12,mean,sample_mean,6.115748468529343e-08,6.115748468529343e-08,0.8179633295269069,,,,
0,case1_exact_pattern,13,13,2,node,3.576003038010064e-08,2.1862279517599494e-08,0.6268925837722227,,,,
0,case1_exact_pattern,13,13,3,node,3.576003038010064e-08,1.2117784200280308e-07,0.9737751992053173,,,,
0,case1_exact_pattern,13,13,6,node,3.576003038010064e-08,9.262497094345218e-36,0.9999999999999749,,,,
0,case1_exact_pattern,13,13,9,node,3.576003038010064e-08,2.7007207308370855e-35,0.9999999999999751,,,,
0,case1_exact_pattern,13,13,mean,sample_mean,3.576003038010064e-08,3.576003038010064e-08,0.9001669457443725,,,,
0,case1_exact_pattern,14,14,2,node,4.375866516767882e-08,5.3856818667912344e-08,-0.03521872265486165,,,,
0,case1_exact_pattern,14,14,3,node,4.375866516767882e-08,1.2117784200280292e-07,0.9737751992053172,,,,
0,case1_exact_pattern,14,14,6,node,4.375866516767882e-08,3.113160257376209e-35,0.9999999999999749,,,,
0,case1_exact_pattern,14,14,9,node,4.375866516767882e-08,4.665424356475819e-35,0.9999999999999751,,,,
0,case1_exact_pattern,14,14,mean,sample_mean,4.375866516767882e-08,4.375866516767882e-08,0.7346391191376014,,,,
0,case1_exact_pattern,15,15,2,node,1.2111775252117835e-08,3.49828963414928e-08,0.41565199129773894,,,,
0,case1_exact_pattern,15,15,3,node,1.2111775252117835e-08,1.3464204666978543e-08,0.990966907616404,,,,
0,case1_exact_pattern,15,15,6,node,1.2111775252117835e-08,8.80099326016565e-35,0.9999999999999749,,,,
0,case1_exact_pattern,15,15,9,node,1.2111775252117835e-08,4.2151948732002924e-33,0.9999999999999754,,,,
0,case1_exact_pattern,15,15,mean,sample_mean,1.2111775252117835e-08,1.2111775252117835e-08,0.8516547247285233,,,,
0,case1_exact_pattern,16,16,2,node,6.983144142164028e-09,1.446837190167805e-08,0.7427217861679278,,,,
0,case1_exact_pattern,16,16,3,node,6.983144142164028e-09,1.346420466697806e-08,0.9909669076164034,,,,
0,case1_exact_pattern,16,16,6,node,6.983144142164028e-09,1.0436660703351784e-34,0.9999999999999749,,,,
0,case1_exact_pattern,16,16,9,node,6.983144142164028e-09,2.8689338921135704e-35,0.9999999999999751,,,,
0,case1_exact_pattern,16,16,mean,sample_mean,6.983144142164028e-09,6.983144142164028e-09,0.9334221734460704,,,,
0,case1_exact_pattern,17,17,2,node,4.862073907519867e-09,5.984090963101374e-09,0.933848849326362,,,,
0,case1_exact_pattern,17,17,3,node,4.862073907519867e-09,1.3464204666978094e-08,0.9909669076164033,,,,
0,case1_exact_pattern,17,17,6,node,4.862073907519867e-09,1.5222252709583898e-36,0.9999999999999748,,,,
0,case1_exact_pattern,17,17,9,node,4.862073907519867e-09,7.129160346298185e-35,0.9999999999999751,,,,
0,case1_exact_pattern,17,17,mean,sample_mean,4.862073907519867e-09,4.862073907519867e-09,0.9812039392356788,,,,
0,case1_exact_pattern,18,18,2,node,3.982787252729007e-09,2.4669443439379398e-09,0.9923328720096005,,,,
0,case1_exact_pattern,18,18,3,node,3.982787252729007e-09,1.3464204666978088e-08,0.9909669076164032,,,,
0,case1_exact_pattern,18,18,6,node,3.982787252729007e-09,3.5151514713731426e-36,0.9999999999999748,,,,
0,case1_exact_pattern,18,18,9,node,3.982787252729007e-09,5.477657909998342e-35,0.9999999999999749,,,,
0,case1_exact_pattern,18,18,mean,sample_mean,3.982787252729007e-09,3.982787252729007e-09,0.9958249449064884,,,,
0,case1_exact_pattern,19,19,2,node,4.0799878267749756e-09,2.8557466401217756e-09,0.9764874725757303,,,,
0,case1_exact_pattern,19,19,3,node,4.0799878267749756e-09,1.3464204666978127e-08,0.8887166232949668,,,,
0,case1_exact_pattern,19,19,6,node,4.0799878267749756e-09,3.3305198523186e-35,0.9999999999999748,,,,
0,case1_exact_pattern,19,19,9,node,4.0799878267749756e-09,4.915320898745922e-35,0.9999999999999749,,,,
0,case1_exact_pattern,19,19,mean,sample_mean,4.0799878267749756e-09,4.0799878267749756e-09,0.9663010239676617,,,,
0,case1_exact_pattern,20,20,2,node,1.5105922158523768e-09,1.1952551832973788e-09,0.9845469170732635,,,,
0,case1_exact_pattern,20,20,3,node,1.5105922158523768e-09,4.847113680112129e-09,0.9809362592740596,,,,
0,case1_exact_pattern,20,20,6,node,1.5105922158523768e-09,4.851640815696296e-35,0.9999999999999748,,,,
0,case1_exact_pattern,20,20,9,node,1.5105922158523768e-09,7.480628911804904e-36,0.9999999999999749,,,,
0,case1_exact_pattern,20,20,mean,sample_mean,1.5105922158523768e-09,1.5105922158523768e-09,0.9913707940868182,,,,
0,case1_exact_pattern,21,21,2,node,4.708207707479636e-11,1.8832830829918543e-10,0.9946514736832237,,,,
0,case1_exact_pattern,21,21,3,node,4.708207707479636e-11,2.253821141512062e-34,0.9999999999999738,,,,
0,case1_exact_pattern,21,21,6,node,4.708207707479636e-11,2.1118305862536493e-35,0.9999999999999748,,,,
0,case1_exact_pattern,21,21,9,node,4.708207707479636e-11,2.1731529759699684e-35,0.9999999999999754,,,,
0,case1_exact_pattern,21,21,mean,sample_mean,4.708207707479636e-11,4.708207707479636e-11,0.998662868420787,,,,
0,case1_exact_pattern,22,22,2,node,5.767554441662558e-10,2.307021776665023e-09,0.9563950553112948,,,,
0,case1_exact_pattern,22,22,3,node,5.767554441662558e-10,9.723435774045617e-36,0.9999999999999739,,,,
0,case1_exact_pattern,22,22,6,node,5.767554441662558e-10,6.711176483705103e-35,0.9999999999999749,,,,
0,case1_exact_pattern,22,22,9,node,5.767554441662558e-10,2.2908334846640085e-34,0.9999999999999754,,,,
0,case1_exact_pattern,22,22,mean,sample_mean,5.767554441662558e-10,5.767554441662558e-10,0.9890987638278046,,,,
0,case1_exact_pattern,23,23,2,node,9.228087106660075e-11,3.69123484266403e-10,0.9914005792227095,,,,
0,case1_exact_pattern,23,23,3,node,9.228087106660075e-11,4.427561962670511e-36,0.9999999999999736,,,,
0,case1_exact_pattern,23,23,6,node,9.228087106660075e-11,5.493585608300898e-36,0.9999999999999748,,,,
0,case1_exact_pattern,23,23,9,node,9.228087106660075e-11,1.007514028903609e-34,0.9999999999999749,,,,
0,case1_exact_pattern,23,23,mean,sample_mean,9.228087106660075e-11,9.228087106660075e-11,0.9978501448056583,,,,
0,case1_exact_pattern,24,24,2,node,2.1985370511733432e-34,1.1594360840064164e-35,0.9999999999999744,,,,
0,case1_exact_pattern,24,24,3,node,2.1985370511733432e-34,6.828459050471353e-34,0.9999999999999737,,,,
0,case1_exact_pattern,24,24,6,node,2.1985370511733432e-34,1.3107972099802491e-34,0.9999999999999746,,,,
0,case1_exact_pattern,24,24,9,node,2.1985370511733432e-34,5.38948335841129e-35,0.9999999999999754,,,,
0,case1_exact_pattern,24,24,mean,sample_mean,2.1985370511733432e-34,2.1985370511733432e-34,0.9999999999999745,,,,
0,case1_exact_pattern,25,25,2,node,4.157823199638467e-09,1.1784179118441721e-08,0.9937349987544365,,,,
0,case1_exact_pattern,25,25,3,node,4.157823199638467e-09,4.847113680112146e-09,0.9809362592740597,,,,
0,case1_exact_pattern,25,25,6,node,4.157823199638467e-09,8.852032336269474e-35,0.9999999999999748,,,,
