round,dp_mode,dp_epsilon,train_loss_mean,test_loss_mean,test_acc_mean,test_acc_std
0,exchange,500.0,2.302380699828583,2.303142655686926,0.10375999999999999,0.003880257723399308
1,exchange,500.0,2.301984894010438,2.302498848628701,0.10264,0.004483123910846096
2,exchange,500.0,2.3010392686429357,2.3024394607333045,0.10022,0.0005344155686354945
3,exchange,500.0,2.3009653899046527,2.301775631175894,0.10154,0.0019090311678964288
4,exchange,500.0,2.300326856000793,2.3013130724284685,0.10376,0.006070782486632179
5,exchange,500.0,2.2994427580795263,2.3012083628283206,0.10668,0.010043385883256704
6,exchange,500.0,2.299266455117393,2.3007785367370053,0.10602,0.009273920422345665
7,exchange,500.0,2.2983703547734695,2.299958311430793,0.10237,0.0017378434912269872
8,exchange,500.0,2.2973496615220603,2.2995924318322096,0.10854000000000001,0.008336210170095282
9,exchange,500.0,2.2966953116526447,2.298646493203386,0.11718999999999999,0.0179957467197113
10,exchange,500.0,2.2955307136468477,2.2975275274166505,0.13179000000000002,0.016959212835506252
11,exchange,500.0,2.2943328874389097,2.296539567371761,0.14654,0.021335004101241697
12,exchange,500.0,2.292976818261848,2.296219094867859,0.13627000000000003,0.021235915332285544
13,exchange,500.0,2.2924390156338714,2.2951905743480516,0.14992999999999998,0.015848410014887928
14,exchange,500.0,2.2911022236789456,2.2946059479017453,0.16049000000000002,0.010147753445960344
15,exchange,500.0,2.290725438798438,2.293245353579038,0.16895000000000002,0.01765917608497067
16,exchange,500.0,2.2892146337537604,2.2922667466421034,0.15042,0.023513562044062998
17,exchange,500.0,2.2878948382465847,2.291691573389193,0.16269,0.035663271022159486
18,exchange,500.0,2.286996342393264,2.2908171316432457,0.16356,0.031975809606638574
19,exchange,500.0,2.2857387913311884,2.2892958411295337,0.16076,0.030184704736008268
20,exchange,500.0,2.2840869552541605,2.288239491963627,0.1655,0.022924441105510073
21,exchange,500.0,2.2828785917640997,2.287143961131284,0.16833,0.02892611449883997
22,exchange,500.0,2.28147339576783,2.285922674636628,0.17844,0.022050269839618747
23,exchange,500.0,2.279623855841299,2.283934568690552,0.18517999999999998,0.01248797821907133
24,exchange,500.0,2.2770902445426158,2.281989535764829,0.18229999999999996,0.011538544102268709
25,exchange,500.0,2.2744297984803943,2.279658953901765,0.17038,0.011677653873959443
26,exchange,500.0,2.271819615331835,2.2774677061951736,0.17175999999999997,0.021692312002181788
27,exchange,500.0,2.2691993892071687,2.2743317313075195,0.18879,0.010535221877112982
28,exchange,500.0,2.2654685975465823,2.271618894288515,0.19885999999999998,0.009732029593049953
29,exchange,500.0,2.2615726097819495,2.267551831240035,0.20459,0.012696570403065544
30,exchange,500.0,2.2566474445297624,2.2637762468400195,0.20646,0.013164664826724608
31,exchange,500.0,2.2512667627016194,2.258460449089209,0.19450000000000003,0.013913590478377603
32,exchange,500.0,2.243858383606578,2.253439443717496,0.19829999999999998,0.018584563486937215
33,exchange,500.0,2.237480303735265,2.245710739014221,0.20253000000000002,0.018627509226947114
34,exchange,500.0,2.2277859205443704,2.2384650536356316,0.20524,0.006973263224631635
35,exchange,500.0,2.218394426223412,2.2316427622366923,0.21143,0.007673727907607875
36,exchange,500.0,2.2100851372773187,2.2235071175544125,0.21791999999999997,0.010314533435885502
37,exchange,500.0,2.199904020706324,2.212295720100143,0.22353,0.005451797868593445
38,exchange,500.0,2.1861526060049643,2.2023862814253468,0.22672999999999996,0.006983845645487879
39,exchange,500.0,2.1747237904881302,2.1918185866706295,0.23135,0.010469885386192151
40,exchange,500.0,2.160714827123855,2.1784454801342146,0.23649,0.010286539748622954
41,exchange,500.0,2.144653527117846,2.165799506424322,0.24071000000000004,0.008052633109734975
42,exchange,500.0,2.1282998869053342,2.1544605626186732,0.24059999999999998,0.0022662744758744496
43,exchange,500.0,2.1153939579082355,2.140762793196403,0.24275000000000002,0.0057950409834616416
44,exchange,500.0,2.1004677886825087,2.1295833619938622,0.24436,0.00496954726308141
45,exchange,500.0,2.087808137912904,2.118061823473493,0.24621999999999997,0.005017728569781347
46,exchange,500.0,2.0746522080685557,2.1096112665763576,0.24810999999999997,0.007440624973750528
47,exchange,500.0,2.063713632366846,2.0977456104920784,0.25534999999999997,0.006162669875954739
48,exchange,500.0,2.0526803329575842,2.088010121886603,0.25972000000000006,0.006421339424138865
49,exchange,500.0,2.0432804759359615,2.081477373539218,0.26034999999999997,0.005685463921264469
50,exchange,500.0,2.0345514218260066,2.075889013595151,0.25817,0.005878103435632961
51,exchange,500.0,2.0260383646888274,2.0642631682221855,0.26485,0.007535814488162515
52,exchange,500.0,2.015180092373252,2.058151232354372,0.26865,0.006188901356460611
53,exchange,500.0,2.0056527998125437,2.049277338105122,0.26901,0.006750770326414611
54,exchange,500.0,1.9969965144754078,2.0419652863256603,0.27174,0.007201694245106501
55,exchange,500.0,1.9889892181763102,2.035952905596126,0.27249,0.0032983177530371425
56,exchange,500.0,1.9809914191936966,2.0285562774592867,0.27704,0.00647876531447159
57,exchange,500.0,1.9729294128279737,2.022624159289719,0.27606,0.005572288578313223
58,exchange,500.0,1.9644248480772784,2.01460722489755,0.28059,0.00221289403270921
59,exchange,500.0,1.957059558245792,2.0078371249249316,0.28091000000000005,0.006525557447452291
60,exchange,500.0,1.9475252608419225,2.0037231259196657,0.28593999999999997,0.007582110524121893
61,exchange,500.0,1.9374215886826682,1.9922034463360685,0.28704,0.00622112530013663
62,exchange,500.0,1.9276887595924308,1.9845650755594186,0.29628,0.004763150218080474
63,exchange,500.0,1.9194583534213794,1.9803798558870818,0.29578,0.0061289150752804515
64,exchange,500.0,1.913523728289979,1.9707912536280028,0.29606,0.005008632547911658
65,exchange,500.0,1.9042658802691084,1.9649730548696123,0.30135999999999996,0.007213487367424997
66,exchange,500.0,1.8957184396734679,1.9559000236339703,0.30401,0.003530566526777245
67,exchange,500.0,1.8852743929996607,1.9514211195146955,0.30657,0.003927098165312387
68,exchange,500.0,1.8782036526928934,1.9473759704822082,0.31045999999999996,0.006197935140028498
69,exchange,500.0,1.8719268761432208,1.937668005331663,0.31010000000000004,0.006425418274322688
70,exchange,500.0,1.8623803215303858,1.9332331421910172,0.3149,0.009819470454153833
71,exchange,500.0,1.8547618703658206,1.9249493677944352,0.31457,0.0077273604807851426
72,exchange,500.0,1.844669588730195,1.9174185221935116,0.31622999999999996,0.004431263928045807
73,exchange,500.0,1.8370678850038729,1.9142571522624725,0.31987,0.010257587435649763
74,exchange,500.0,1.8277148059664536,1.904242096373374,0.32350999999999996,0.004958719592798133
75,exchange,500.0,1.8172053499050613,1.8957571103250335,0.32338,0.007905036369302804
76,exchange,500.0,1.807288277176908,1.8882466412328867,0.32942,0.006466188985793717
77,exchange,500.0,1.7994515460496097,1.878025316972759,0.33361999999999997,0.00508405350089867
78,exchange,500.0,1.790505708294268,1.8771548566871672,0.33193,0.0071757996070124465
79,exchange,500.0,1.7818859829076108,1.872022228329723,0.33596,0.0050799999999999994
80,exchange,500.0,1.7727800192383778,1.864231195732112,0.33629999999999993,0.0020933227175951737
81,exchange,500.0,1.7637912305369938,1.8563983796641197,0.33546,0.006401281121775556
82,exchange,500.0,1.7544554055962274,1.8491682118349342,0.34191000000000005,0.005383019598701089
83,exchange,500.0,1.744218475571039,1.8399411438233308,0.34478999999999993,0.005297631546266694
84,exchange,500.0,1.7371122936077115,1.83707589731237,0.3432,0.006787341158362387
85,exchange,500.0,1.7272945236707453,1.8295724435318352,0.34775000000000006,0.005797111349629229
86,exchange,500.0,1.7178814631249124,1.8371172948404013,0.34523000000000004,0.0033920642682590887
87,exchange,500.0,1.7104149670727444,1.8293804405267806,0.34642999999999996,0.013223845885369344
88,exchange,500.0,1.7013715412378023,1.810472273717482,0.35507999999999995,0.007886165100985392
89,exchange,500.0,1.6929335846624405,1.8071715590664592,0.35449,0.00658277297193212
90,exchange,500.0,1.6817717802114749,1.8086278804119638,0.35379000000000005,0.009500889432047941
91,exchange,500.0,1.6722385977646521,1.7997064535340126,0.35650000000000004,0.0066601801777429375
92,exchange,500.0,1.66294697625254,1.804416827030216,0.35636,0.012997322801254107
93,exchange,500.0,1.654825355546033,1.786969050542123,0.36075,0.004093226111516437
94,exchange,500.0,1.6460139201849124,1.7805762486753438,0.36057999999999996,0.007161256872923916
95,exchange,500.0,1.6392421629270129,1.7718349938390534,0.36491999999999997,0.0060517435504158605
96,exchange,500.0,1.6438094981882247,1.777209054307847,0.36343999999999993,0.010260623762715394
97,exchange,500.0,1.656928411552105,1.776075191850999,0.36271,0.011435160689732349
98,exchange,500.0,1.647865983086603,1.7772946574445232,0.3648600000000001,0.02027551232398333
99,exchange,500.0,1.642248276365319,1.7882277329137821,0.36423,0.019395465965013573
100,exchange,500.0,1.631705650301803,1.7713954169533075,0.36717999999999995,0.019809684500264
101,exchange,500.0,1.6303930479824256,1.7829261491390185,0.36762,0.00669070997727446
102,exchange,500.0,1.6249761296771532,1.771904248714701,0.36743,0.005797939289092285
103,exchange,500.0,1.6335299359097106,1.773916579193085,0.36829,0.013315738807891955
104,exchange,500.0,1.6149030365725683,1.7744383539228394,0.36594,0.008189529901038273
105,exchange,500.0,1.5900782782656893,1.7523503244528005,0.37450000000000006,0.013808330818748514
106,exchange,500.0,1.5656446170325715,1.7201634448957872,0.38542,0.014896697620613778
107,exchange,500.0,1.5716765464022189,1.7381632404272072,0.37924,0.010510014272112098
108,exchange,500.0,1.5829717742974636,1.759248891263698,0.37563,0.011124122437298146
109,exchange,500.0,1.5768564666033893,1.7579161898676052,0.37022,0.014765351333442762
110,exchange,500.0,1.5674077816990724,1.7392853109141106,0.37821999999999995,0.008018329002978107
111,exchange,500.0,1.546846832558952,1.7400548858022837,0.37720000000000004,0.014863714206079176
112,exchange,500.0,1.5537016620161883,1.7174209897663417,0.38485,0.00495484611264568
113,exchange,500.0,1.5431667686431276,1.7272725205484663,0.38400999999999996,0.019812140217553478
114,exchange,500.0,1.5345179472696724,1.7170905545706336,0.38857,0.00839714832547336
115,exchange,500.0,1.5367926177463485,1.7230370874663596,0.38424,0.011782546414082147
116,exchange,500.0,1.540956648987919,1.7228801936959055,0.38617,0.014946842475921124
117,exchange,500.0,1.522570175011918,1.7348299219800256,0.38251,0.010507849446961069
118,exchange,500.0,1.5337103457210648,1.7227938439102288,0.38404999999999995,0.018214842848622105
119,exchange,500.0,1.513171425802534,1.6827228786192758,0.40253000000000005,0.00966468312982894
120,exchange,500.0,1.5123452817355947,1.707261447170395,0.38855000000000006,0.008533844385738478
121,exchange,500.0,1.5044037696642598,1.6958482138960402,0.39400999999999997,0.006110392786065385
122,exchange,500.0,1.5000885540698767,1.6984761585704349,0.39580000000000004,0.010300970828033624
123,exchange,500.0,1.4964692116072258,1.704685025692235,0.39271,0.01688398353469938
124,exchange,500.0,1.4723115928886117,1.6817166800599714,0.39937,0.014176815580376294
125,exchange,500.0,1.4827515923717542,1.6996923253560596,0.39319,0.007421650759770362
126,exchange,500.0,1.4721254099713366,1.6987286708489027,0.39532,0.012936212737892028
127,exchange,500.0,1.4676313380680417,1.655662476167251,0.40571,0.01355237617541663
128,exchange,500.0,1.4478227745919192,1.6974842491734736,0.39158,0.019066452213246175
129,exchange,500.0,1.4654664199330174,1.6544278445313736,0.41181,0.012447284844495206
130,exchange,500.0,1.4533683966543025,1.6559941263272264,0.40639000000000003,0.009777673547424249
131,exchange,500.0,1.4509135524963337,1.6520336850581454,0.40652999999999995,0.017908827432302758
132,exchange,500.0,1.4546575647935698,1.6970962699512409,0.39288999999999996,0.015422091297875265
133,exchange,500.0,1.43937338403197,1.6869105113375646,0.39011,0.01834995640321797
134,exchange,500.0,1.4239599426575063,1.6995760764415162,0.38882,0.014470577044471992
135,exchange,500.0,1.3985475560739205,1.6598633118969037,0.40476999999999996,0.01323269058052821
136,exchange,500.0,1.4063861415231198,1.6643051946811962,0.40199999999999997,0.012791794244749253
137,exchange,500.0,1.4064528840585595,1.653326553411479,0.41068,0.01214815212285392
138,exchange,500.0,1.3960361055797574,1.6642826944206963,0.40669000000000005,0.01626975414688249
139,exchange,500.0,1.3988752630941212,1.6671069109398307,0.40342,0.02058930790483255
140,exchange,500.0,1.3930712437365986,1.6506428920474967,0.406,0.016071340952142115
