sg_idx,case,sample_rank,recon_index,node,row_type,matched_mse_mean,matched_mse_node,ssim,psnr,case_mse_mean,case_mse_var,case_ssim_mean,case_ssim_var,case_psnr_mean,case_psnr_var
0,case1_exact_pattern,7,7,9,node,5.536750852031206e-09,1.4589406718315387e-08,0.3337732665990811,14.443491235474575,,,,,,
0,case1_exact_pattern,7,7,mean,sample_mean,5.536750852031206e-09,5.536750852031206e-09,0.3442309461415555,15.470053115991893,,,,,,
0,case1_exact_pattern,8,8,2,node,1.987539470471485e-09,1.1350658015918516e-09,0.3561892243901907,14.902620625507907,,,,,,
0,case1_exact_pattern,8,8,3,node,1.987539470471485e-09,6.815092080294088e-09,0.3611891715735136,17.34352330353414,,,,,,
0,case1_exact_pattern,8,8,6,node,1.987539470471485e-09,7.556563924273574e-36,0.6413062614954289,21.539131183309298,,,,,,
0,case1_exact_pattern,8,8,9,node,1.987539470471485e-09,4.4910113791942754e-35,0.7382310220852185,22.682935306452272,,,,,,
0,case1_exact_pattern,8,8,mean,sample_mean,1.987539470471485e-09,1.987539470471485e-09,0.5242289198860879,19.117052604700902,,,,,,
0,case1_exact_pattern,9,9,2,node,3.3256747941275967e-09,7.425046095153626e-10,0.029982129291868904,8.894743752378766,,,,,,
0,case1_exact_pattern,9,9,3,node,3.3256747941275967e-09,6.815092080294087e-09,0.3778558248326725,17.556755393155765,,,,,,
0,case1_exact_pattern,9,9,6,node,3.3256747941275967e-09,2.2040511695100573e-35,0.6550910902494747,21.687055697557785,,,,,,
0,case1_exact_pattern,9,9,9,node,3.3256747941275967e-09,5.745102486700937e-09,0.4033948274324029,15.183170682862439,,,,,,
0,case1_exact_pattern,9,9,mean,sample_mean,3.3256747941275967e-09,3.3256747941275967e-09,0.3665809679516047,15.830431381488689,,,,,,
0,case1_exact_pattern,10,10,2,node,2.4314551123809225e-09,7.425046095153623e-10,0.041834733335647155,9.849056576631682,,,,,,
0,case1_exact_pattern,10,10,3,node,2.4314551123809225e-09,6.815092080294088e-09,0.3905994163198348,17.596575068904496,,,,,,
0,case1_exact_pattern,10,10,6,node,2.4314551123809225e-09,6.936325833697582e-36,0.6888471657323262,21.848581153247782,,,,,,
0,case1_exact_pattern,10,10,9,node,2.4314551123809225e-09,2.168223759714238e-09,0.4565152659474392,15.999300668320167,,,,,,
0,case1_exact_pattern,10,10,mean,sample_mean,2.4314551123809225e-09,2.4314551123809225e-09,0.3944491453338118,16.323378366776033,,,,,,
0,case1_exact_pattern,11,11,2,node,7.925457718940773e-10,2.4129506342103e-09,0.37647820436432294,15.232218838580522,,,,,,
0,case1_exact_pattern,11,11,3,node,7.925457718940773e-10,7.572324533660094e-10,0.40685251559934815,18.083272476090926,,,,,,
0,case1_exact_pattern,11,11,6,node,7.925457718940773e-10,1.2197759804049736e-34,0.6473277094923365,21.66267391519688,,,,,,
0,case1_exact_pattern,11,11,9,node,7.925457718940773e-10,2.1802081914495913e-34,0.758950011157955,22.787773864346736,,,,,,
0,case1_exact_pattern,11,11,mean,sample_mean,7.925457718940773e-10,7.925457718940773e-10,0.5474021101534907,19.441484773553764,,,,,,
0,case1_exact_pattern,12,12,2,node,4.212405227504645e-10,9.277296376358486e-10,0.4631276353552362,16.35992631480529,,,,,,
0,case1_exact_pattern,12,12,3,node,4.212405227504645e-10,7.572324533660092e-10,0.4388953777404124,18.581456809877633,,,,,,
0,case1_exact_pattern,12,12,6,node,4.212405227504645e-10,6.75944632191167e-35,0.6780500710365663,21.697366186668333,,,,,,
0,case1_exact_pattern,12,12,9,node,4.212405227504645e-10,9.142093783468576e-35,0.7765021516485954,23.413537669338705,,,,,,
0,case1_exact_pattern,12,12,mean,sample_mean,4.212405227504645e-10,4.212405227504645e-10,0.5891438089452026,20.01307174517249,,,,,,
