batch_size,deepleakage_true_update_ssim,deepleakage_true_update_lpips,deepleakage_true_update_psnr,deepleakage_recovered_solution24_ssim,deepleakage_recovered_solution24_lpips,deepleakage_recovered_solution24_psnr,invertinggradients_true_update_ssim,invertinggradients_true_update_lpips,invertinggradients_true_update_psnr,invertinggradients_recovered_solution24_ssim,invertinggradients_recovered_solution24_lpips,invertinggradients_recovered_solution24_psnr,seethroughgradients_true_update_ssim,seethroughgradients_true_update_lpips,seethroughgradients_true_update_psnr,seethroughgradients_recovered_solution24_ssim,seethroughgradients_recovered_solution24_lpips,seethroughgradients_recovered_solution24_psnr
1,0.3826488440726388,0.08524252474308014,16.758708790042736,0.37462237232609,0.09099047817289829,16.618170437999837,0.4711950453977971,0.13608578778803349,18.08815151195592,0.46804990907217087,0.1325920121744275,18.108444107586834,0.3698768345697336,0.09834093227982521,16.644979623365032,0.3749638645018242,0.10131935775279999,16.634872730219588
2,0.39829056776393507,0.0720924949273467,17.67299299003221,0.4148779418848956,0.06942494120448828,17.893839306983853,0.49611120884261106,0.11650603171437979,19.528507983554775,0.49999026137838515,0.11702176230028272,19.567803086572507,0.4720975060668395,0.058934240601956844,18.905683596355104,0.4998020492190539,0.054476939141750336,19.27007381484954
4,0.416460117480986,0.06357603298965842,17.501188209412756,0.3831950689069033,0.07448549475520849,17.072943626791478,0.46398542694772876,0.12838891986757517,18.251446497795513,0.46506713122921195,0.1272072724532336,18.27024700903656,0.5145717108681791,0.06248475098982453,18.867977602200448,0.5058398148278155,0.06118000368587673,18.73913081218931
8,0.32056689873456645,0.10013868776150048,15.989351108621749,0.3064399445988816,0.09782205091323704,15.643628750903313,0.36388373603507806,0.1634010171983391,16.348097953293276,0.37396042675593455,0.1632646593498066,16.52049251989701,0.4365790300134077,0.09459677163977176,17.486890986533474,0.43495116827351393,0.09279131051152945,17.694163375601335
