round,dp_mode,dp_epsilon,train_loss_mean,test_loss_mean,test_acc_mean,test_acc_std
0,none,0.0,2.302380699828583,2.3029170496812936,0.10267,0.0006618912297349169
1,none,0.0,2.3017442812579603,2.3024788901378823,0.10377,0.0015073486657041244
2,none,0.0,2.301166149974925,2.302042726757891,0.10462999999999997,0.002202748283395085
3,none,0.0,2.3006260983439972,2.3016073136962154,0.10539000000000001,0.0029429407061644973
4,none,0.0,2.3001059256967116,2.3011714363437537,0.10613999999999998,0.003932225832782244
5,none,0.0,2.2995969989374325,2.3007341482704997,0.10689,0.0046031402324934675
6,none,0.0,2.2990951360933325,2.3002946584246677,0.1078,0.005406107657085642
7,none,0.0,2.298595510663036,2.299851862697598,0.10926,0.006814425874569329
8,none,0.0,2.2980955624326542,2.299404522108785,0.11151,0.008496993585969097
9,none,0.0,2.2975902761967246,2.2989501049993035,0.11429,0.010912052969079648
10,none,0.0,2.297077430881982,2.2984877194824564,0.11786,0.013389488414424206
11,none,0.0,2.296557146333737,2.2980163128836164,0.12208000000000001,0.01635321375143125
12,none,0.0,2.2960244034920683,2.29753271646784,0.1266,0.018896560533599758
13,none,0.0,2.295478072231959,2.297035935396795,0.13212,0.020661210032328698
14,none,0.0,2.2949133345813,2.2965222569813606,0.13777999999999999,0.021119128769909047
15,none,0.0,2.2943280420417302,2.2959898436996746,0.14356999999999998,0.02089646142292996
16,none,0.0,2.2937195741343173,2.295435891141292,0.14991000000000002,0.019641356877771965
17,none,0.0,2.293084786636528,2.294857665043888,0.15611999999999998,0.018136636953966962
18,none,0.0,2.2924224034908383,2.294254810919539,0.16246,0.015774232152469418
19,none,0.0,2.2917275317079975,2.293623420381781,0.1686,0.0134721193581411
20,none,0.0,2.2909960217298306,2.2929603665217972,0.17432,0.011515450490536618
21,none,0.0,2.2902265817511065,2.2922636454966163,0.1789,0.010895320096261516
22,none,0.0,2.289415987587412,2.291529705153219,0.18469,0.011261922571213142
23,none,0.0,2.288560498396978,2.2907544030180462,0.19075,0.011999854165780513
24,none,0.0,2.2876528313965623,2.289931730260383,0.19543,0.012404922410075769
25,none,0.0,2.2866878447161367,2.2890574159185464,0.19927999999999998,0.013174809296532534
26,none,0.0,2.285659882266342,2.288126301085398,0.20273,0.013768155286747748
27,none,0.0,2.284563300147945,2.287133517268325,0.20579,0.014678654570497938
28,none,0.0,2.283390944360312,2.2860713721379584,0.20858000000000004,0.015016910467869212
29,none,0.0,2.2821342700725973,2.284932025310818,0.21047000000000002,0.015275670198063326
30,none,0.0,2.2807823016516093,2.2837059042319927,0.21115,0.015295113598793573
31,none,0.0,2.279325136421716,2.2823827502010645,0.21200999999999998,0.015067411854728074
32,none,0.0,2.2777493624571354,2.280951625597656,0.21249,0.014487957067854667
33,none,0.0,2.2760393245988326,2.279398469873495,0.21278000000000002,0.013555574499076014
34,none,0.0,2.2741818380535266,2.277710635308355,0.21334999999999998,0.012336227137986723
