round,dp_mode,dp_epsilon,train_loss_mean,test_loss_mean,test_acc_mean,test_acc_std
0,exchange,10000.0,2.302380699828583,2.302922845973421,0.10274999999999998,0.0007032069396699686
1,exchange,10000.0,2.301756026025321,2.3024671422242586,0.10354000000000001,0.0013646977687385585
2,exchange,10000.0,2.3011541496529686,2.302046946401634,0.10416999999999998,0.0024211773995310624
3,exchange,10000.0,2.3006345522552123,2.301600597392202,0.10486999999999999,0.003160711945116162
4,exchange,10000.0,2.300115290417781,2.301167343322638,0.10568,0.0042578867998104425
5,exchange,10000.0,2.299600028749554,2.3007403482123094,0.10669,0.0051800482623234325
6,exchange,10000.0,2.2991073664085637,2.300298266109006,0.10712000000000002,0.005569524216663394
7,exchange,10000.0,2.2985973571909644,2.299837633463626,0.10808999999999999,0.006266490245743624
8,exchange,10000.0,2.2980716101120975,2.2994028750267006,0.11018999999999998,0.008336839928893917
9,exchange,10000.0,2.297570198589537,2.298929002623111,0.11338,0.011688096508841804
10,exchange,10000.0,2.2970404763226764,2.298461670171862,0.11775,0.014465493424007355
11,exchange,10000.0,2.296517973831391,2.297972173456848,0.12283000000000002,0.018316334240234863
12,exchange,10000.0,2.295960991731919,2.2974914240782796,0.12653,0.019382726846344397
13,exchange,10000.0,2.295409482908127,2.296987224173276,0.13195,0.020743396539621952
14,exchange,10000.0,2.294831282123463,2.296479076572903,0.13823000000000002,0.020196239749022588
15,exchange,10000.0,2.2942606982947713,2.295937254535123,0.14404999999999998,0.020589135484521924
16,exchange,10000.0,2.2936571200206766,2.2953754646111353,0.15167999999999998,0.01989179730441671
17,exchange,10000.0,2.2930169216686007,2.2948149881133593,0.15713,0.017068219004922572
18,exchange,10000.0,2.29236502163973,2.2942140478925563,0.16384,0.015904603107276837
19,exchange,10000.0,2.291678789980078,2.293586405865736,0.16968999999999998,0.013655434815486475
20,exchange,10000.0,2.2909474413641417,2.2929432841340205,0.17370000000000002,0.011973637709568462
21,exchange,10000.0,2.2902026401238134,2.292250000169345,0.17807,0.010516943472321223
22,exchange,10000.0,2.289393789037295,2.2915252956698096,0.1844,0.010794350374154063
