topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,1152,4,0.122124,0.182099
2,1,True,544,4,0.000891,0.046362
3,1,True,776,4,0.001383,0.075453
4,1,True,104,4,0.000761,0.004715
5,1,True,360,4,0.000692,0.022568
6,1,True,608,4,0.00073,0.054237
7,1,True,640,4,0.000712,0.056539
8,1,True,506,4,0.00082,0.03854
9,1,False,0,0,,
10,1,True,352,4,0.000726,0.037476
11,1,True,720,4,0.001383,0.07258
12,1,True,3645,4,0.000743,1.363782
13,1,True,2752,4,0.000795,0.796457
14,1,True,729,4,0.000827,0.068397
15,1,True,2304,4,0.000699,0.553983
16,1,True,17,4,0.000953,0.00082
17,1,True,248,4,0.000618,0.013647
18,1,True,1632,4,0.000654,0.306035
19,1,True,2304,4,0.000933,0.608504
20,1,False,0,0,,
21,1,True,548,4,0.000803,0.044576
22,1,True,6561,4,0.000906,4.181907
23,1,True,6561,4,0.001077,4.453306
24,1,True,2752,4,0.000921,0.921533
25,1,True,4096,4,0.000989,1.687572
26,1,True,705,4,0.000825,0.064089
27,1,True,1250,4,0.000862,0.197534
28,1,True,74,4,0.000971,0.003309
29,1,True,218,4,0.000788,0.012192
30,1,True,120,4,0.000864,0.005819
31,1,True,972,4,0.000975,0.112363
32,1,True,1548,4,0.000827,0.330548
33,1,True,768,4,0.001215,0.076004
34,1,True,140,4,0.00108,0.006647
35,1,True,295,4,0.000732,0.017576
36,1,True,2304,4,0.000695,0.596128
37,1,True,344,4,0.00084,0.020901
38,1,True,11232,4,0.000759,11.890173
39,1,True,704,4,0.000874,0.068904
40,1,True,89,4,0.000805,0.003861
41,1,True,51,4,0.000758,0.002182
42,1,True,1000,4,0.000616,0.128253
43,1,True,2752,4,0.000866,0.816895
44,1,True,432,4,0.000891,0.030359
45,1,True,489,4,0.000781,0.037771
46,1,True,75,4,0.000851,0.003238
47,1,True,490,4,0.000657,0.038799
48,1,True,358,4,0.000724,0.024004
49,1,True,704,4,0.000691,0.080838
50,1,True,2401,4,0.001748,0.656619
51,1,True,2304,4,0.000804,0.609585
52,1,True,656,4,0.000822,0.063494
53,1,True,502,4,0.000858,0.040482
54,1,True,4096,4,0.000815,1.906127
55,1,True,2304,4,0.000791,0.566383
56,1,True,81,4,0.000903,0.003778
57,1,True,4096,4,0.000613,1.680523
58,1,True,2304,4,0.000846,0.57971
59,1,True,675,4,0.001017,0.062034
60,1,True,152,4,0.000714,0.00748
61,1,True,10000,4,0.000678,10.090802
62,1,True,704,4,0.000803,0.069522
63,1,True,106,4,0.000826,0.004886
64,1,True,704,4,0.000741,0.069334
65,1,True,639,4,0.00089,0.061551
66,1,True,432,4,0.000811,0.030765
67,1,True,670,4,0.000776,0.0643
68,1,True,6561,4,0.000688,4.74829
69,1,True,756,4,0.000842,0.086408
70,1,True,230,4,0.000861,0.012682
71,1,True,768,4,0.000694,0.084176
72,1,True,500,4,0.00077,0.039119
73,1,True,300,4,0.000793,0.019039
74,1,True,4096,4,0.000745,1.776961
75,1,True,1776,4,0.001097,0.376543
76,1,True,292,4,0.00086,0.016842
77,1,True,2304,4,0.000715,0.580342
78,1,True,342,4,0.00085,0.021851
79,1,True,289,4,0.000781,0.017095
80,1,True,57,4,0.000684,0.00257
81,1,True,704,4,0.000688,0.064933
82,1,True,108,4,0.000776,0.004957
83,1,True,372,4,0.00059,0.025496
84,1,True,608,4,0.000715,0.055596
85,1,True,104,4,0.001763,0.00568
86,1,True,4096,4,0.000661,1.6299
87,1,True,364,4,0.000847,0.022856
88,1,True,6561,4,0.000836,4.432219
89,1,True,624,4,0.000921,0.055044
90,1,True,4096,4,0.000894,2.245469
91,1,True,4096,4,0.001154,1.954795
92,1,True,4096,4,0.000984,1.853447
93,1,True,1372,4,0.001204,0.227015
94,1,True,76,4,0.000918,0.003
95,1,True,225,4,0.000772,0.011666
96,1,True,176,4,0.000745,0.009367
97,1,True,136,4,0.000727,0.006394
98,1,True,68,4,0.000645,0.002921
99,1,True,613,4,0.000639,0.053234
100,1,True,94,4,0.000846,0.004029
