topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,8384,16,0.130999,12.91439
2,1,False,0,0,,
3,1,False,0,0,,
4,1,False,0,0,,
5,1,True,15360,16,0.003006,52.47697
6,1,False,0,0,,
7,1,True,13440,16,0.00345,34.114258
8,1,False,0,0,,
9,1,True,9788,16,0.003079,15.087991
10,1,False,0,0,0.002031,
11,1,True,2584,16,0.00424,1.3971
12,1,False,0,0,,
13,1,True,6468,16,0.002572,7.349497
14,1,False,0,0,,
15,1,True,11392,16,0.002688,20.059409
16,1,False,0,0,,
17,1,True,13056,16,0.002785,31.962736
18,1,True,10528,16,0.002908,17.765593
19,1,True,7096,16,0.002685,8.405106
20,1,True,16384,16,0.002812,55.993711
21,1,True,5536,16,0.004019,5.744221
22,1,False,0,0,0.002235,
23,1,False,0,0,,
24,1,True,15232,16,0.003302,40.001174
25,1,True,8192,16,0.003295,11.889597
26,1,True,5328,16,0.00284,4.65542
27,1,False,0,0,,
28,1,True,4492,16,0.002748,3.106518
29,1,False,0,0,,
30,1,False,0,0,,
31,1,False,0,0,,
32,1,False,0,0,0.013617,
33,1,False,0,0,,
34,1,False,0,0,0.002979,
35,1,True,5440,16,0.005359,5.668254
36,1,False,0,0,0.003713,
37,1,False,0,0,,
38,1,True,12288,16,0.003062,32.131977
39,1,False,0,0,,
40,1,False,0,0,,
41,1,True,6552,16,0.003303,6.723364
42,1,True,3176,16,0.002542,1.831378
43,1,False,0,0,0.001648,
44,1,True,8084,16,0.002881,10.365081
45,1,True,13760,16,0.002413,37.173502
46,1,True,7168,16,0.002428,8.032054
47,1,False,0,0,,
48,1,False,0,0,0.001921,
49,1,True,9472,16,0.002553,16.528668
50,1,False,0,0,,
51,1,False,0,0,,
52,1,False,0,0,,
53,1,True,7552,16,0.002934,11.191404
54,1,True,16320,16,0.002292,54.323479
55,1,True,5040,16,0.002711,4.221853
56,1,False,0,0,0.001945,
57,1,True,5344,16,0.003152,5.413046
58,1,False,0,0,,
59,1,False,0,0,,
60,1,False,0,0,,
61,1,False,0,0,,
62,1,True,8064,16,0.002561,10.827666
63,1,False,0,0,,
64,1,True,13248,16,0.002468,36.729547
65,1,False,0,0,0.002086,
66,1,False,0,0,0.003643,
67,1,False,0,0,0.00223,
68,1,False,0,0,,
69,1,True,2728,16,0.00345,1.272439
70,1,False,0,0,,
71,1,False,0,0,,
72,1,True,11456,16,0.002438,25.419734
73,1,False,0,0,0.001737,
74,1,False,0,0,,
75,1,True,9216,16,0.002606,16.685579
76,1,False,0,0,,
77,1,False,0,0,,
78,1,True,11840,16,0.002323,26.502524
79,1,True,14112,16,0.002411,34.082845
80,1,True,16128,16,0.002675,53.802665
81,1,False,0,0,,
82,1,False,0,0,,
83,1,False,0,0,,
84,1,True,7136,16,0.002949,9.07927
85,1,True,7136,16,0.002523,8.387203
86,1,False,0,0,,
87,1,False,0,0,,
88,1,False,0,0,,
89,1,False,0,0,0.014096,
90,1,True,20768,16,0.003388,59.897057
91,1,False,0,0,,
92,1,True,5712,16,0.002827,6.561238
93,1,False,0,0,,
94,1,True,2988,16,0.003321,1.535366
95,1,False,0,0,,
96,1,False,0,0,,
97,1,True,5824,16,0.003142,6.117499
98,1,False,0,0,,
99,1,True,3360,16,0.002752,1.813754
100,1,True,10880,16,0.00259,21.603026
