topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,13,6,0.121652,0.001221
2,1,True,19,6,0.002449,0.002101
3,1,True,30,6,0.001328,0.002522
4,1,True,18,6,0.001595,0.0016
5,1,True,19,6,0.000956,0.001509
6,1,True,14,6,0.00151,0.001397
7,1,True,12,6,0.001031,0.001205
8,1,True,18,6,0.00098,0.001413
9,1,True,24,6,0.000995,0.002014
10,1,True,16,6,0.001306,0.001396
11,1,True,25,6,0.000957,0.00204
12,1,True,17,6,0.000878,0.001345
13,1,True,21,6,0.000931,0.001581
14,1,True,21,6,0.001113,0.001486
15,1,True,20,6,0.001028,0.001546
16,1,True,14,6,0.000945,0.001127
17,1,True,18,6,0.000955,0.001518
18,1,True,22,6,0.00137,0.00196
19,1,True,19,6,0.001046,0.001581
20,1,True,16,6,0.001083,0.001137
21,1,True,21,6,0.001182,0.001754
22,1,True,24,6,0.001058,0.001956
23,1,True,22,6,0.001065,0.001765
24,1,True,17,6,0.000971,0.001453
25,1,True,24,6,0.00096,0.002272
26,1,True,20,6,0.000965,0.001586
27,1,True,16,6,0.000952,0.001365
28,1,True,22,6,0.002569,0.001677
29,1,True,13,6,0.00111,0.001188
30,1,True,30,6,0.000855,0.002147
31,1,True,21,6,0.000923,0.001556
32,1,True,20,6,0.001063,0.00166
33,1,True,12,6,0.000839,0.000954
34,1,True,20,6,0.000965,0.001434
35,1,True,17,6,0.001324,0.001641
36,1,True,28,6,0.00086,0.001996
37,1,True,22,6,0.000983,0.001875
38,1,True,19,6,0.001163,0.001667
39,1,True,12,6,0.001088,0.001202
40,1,True,22,6,0.000868,0.001485
41,1,True,22,6,0.000908,0.001568
42,1,True,15,6,0.001055,0.001331
43,1,True,22,6,0.001018,0.001979
44,1,True,19,6,0.000892,0.001581
45,1,True,22,6,0.001037,0.001818
46,1,True,17,6,0.000948,0.001573
47,1,True,40,6,0.000774,0.002949
48,1,True,26,6,0.000897,0.002279
49,1,True,28,6,0.000923,0.002077
50,1,True,27,6,0.000839,0.002084
51,1,True,16,6,0.000786,0.001176
52,1,True,15,6,0.00105,0.001344
53,1,True,12,6,0.000827,0.000888
54,1,True,23,6,0.000888,0.001994
55,1,True,26,6,0.000919,0.002006
56,1,True,21,6,0.001112,0.001577
57,1,True,9,6,0.00087,0.000721
58,1,True,17,6,0.000747,0.001262
59,1,True,19,6,0.000905,0.001455
60,1,True,15,6,0.000915,0.0013
61,1,True,16,6,0.000884,0.001279
62,1,True,15,6,0.000906,0.001316
63,1,True,20,6,0.000791,0.001517
64,1,True,30,6,0.000784,0.002135
65,1,True,19,6,0.000783,0.001392
66,1,True,26,6,0.000743,0.001903
67,1,True,14,6,0.001341,0.001283
68,1,True,24,6,0.00107,0.00184
69,1,True,18,6,0.001066,0.001361
70,1,True,20,6,0.00104,0.001714
71,1,True,22,6,0.00087,0.001604
72,1,True,26,6,0.00118,0.00204
73,1,True,19,6,0.000899,0.001393
74,1,True,28,6,0.000931,0.002352
75,1,True,30,6,0.000979,0.002301
76,1,True,20,6,0.000944,0.001709
77,1,True,19,6,0.000868,0.001558
78,1,True,19,6,0.000991,0.001535
79,1,True,12,6,0.000893,0.00099
80,1,True,22,6,0.000812,0.001559
81,1,True,24,6,0.000745,0.002047
82,1,True,20,6,0.000804,0.001431
83,1,True,22,6,0.001195,0.002099
84,1,True,20,6,0.001241,0.001697
85,1,True,26,6,0.000834,0.001865
86,1,True,22,6,0.000851,0.001712
87,1,True,32,6,0.000959,0.002474
88,1,True,14,6,0.000995,0.001241
89,1,True,16,6,0.000971,0.00132
90,1,True,12,6,0.000872,0.000937
91,1,True,18,6,0.000915,0.001369
92,1,True,22,6,0.001015,0.001683
93,1,True,17,6,0.001111,0.001175
94,1,True,19,6,0.000778,0.001451
95,1,True,12,6,0.000775,0.001055
96,1,True,13,6,0.001009,0.001193
97,1,True,19,6,0.000735,0.001344
98,1,True,14,6,0.001128,0.000987
99,1,True,48,6,0.001142,0.002823
100,1,True,23,6,0.000937,0.001703
