topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,96,8,0.175528,0.009757
2,1,True,50,8,0.012567,0.005763
3,1,True,80,8,0.001753,0.008615
4,1,True,38,8,0.002711,0.004747
5,1,True,50,8,0.002116,0.006786
6,1,True,43,8,0.001883,0.005125
7,1,True,33,8,0.001477,0.003631
8,1,True,44,8,0.002284,0.00528
9,1,True,80,8,0.001563,0.009449
10,1,True,39,8,0.0018,0.004465
11,1,True,62,8,0.001891,0.007475
12,1,True,64,8,0.001455,0.006873
13,1,True,42,8,0.001586,0.004642
14,1,True,63,8,0.001704,0.007148
15,1,True,47,8,0.001416,0.005129
16,1,True,70,8,0.001351,0.007133
17,1,True,34,8,0.001611,0.004074
18,1,True,49,8,0.00157,0.006208
19,1,True,76,8,0.001566,0.008338
20,1,True,88,8,0.00116,0.008277
21,1,False,0,0,,
22,1,False,0,0,,
23,1,True,60,8,0.001453,0.006461
24,1,True,66,8,0.001598,0.007603
25,1,True,72,8,0.001483,0.007904
26,1,True,63,8,0.001259,0.006324
27,1,True,66,8,0.001247,0.007019
28,1,True,42,8,0.0015,0.004425
29,1,True,30,8,0.001397,0.002981
30,1,True,52,8,0.001465,0.0052
31,1,True,68,8,0.001451,0.007653
32,1,True,72,8,0.001474,0.008392
33,1,False,0,0,,
34,1,True,100,8,0.001566,0.012199
35,1,True,64,8,0.001626,0.007558
36,1,True,59,8,0.001721,0.007153
37,1,True,60,8,0.001342,0.005799
38,1,True,70,8,0.001506,0.007652
39,1,True,46,8,0.001554,0.00516
40,1,True,86,8,0.001513,0.009862
41,1,True,54,8,0.001575,0.006538
42,1,True,57,8,0.001596,0.006722
43,1,True,104,8,0.001388,0.011069
44,1,True,40,8,0.001542,0.004635
45,1,True,42,8,0.001881,0.005044
46,1,True,27,8,0.001637,0.00339
47,1,True,35,8,0.001432,0.003822
48,1,True,39,8,0.001956,0.004816
49,1,True,62,8,0.001568,0.007346
50,1,True,50,8,0.001582,0.005803
51,1,True,51,8,0.001631,0.005549
52,1,True,84,8,0.001432,0.008991
53,1,True,50,8,0.001738,0.005772
54,1,True,64,8,0.002202,0.007819
55,1,True,68,8,0.0013,0.006847
56,1,True,35,8,0.001389,0.003798
57,1,True,58,8,0.001566,0.006563
58,1,True,36,8,0.001732,0.00434
59,1,True,96,8,0.001502,0.010407
60,1,True,46,8,0.001513,0.005321
61,1,True,23,8,0.001502,0.002492
62,1,True,60,8,0.001499,0.005767
63,1,True,44,8,0.001217,0.004344
64,1,True,52,8,0.001204,0.00559
65,1,True,96,8,0.001447,0.011583
66,1,True,47,8,0.001687,0.005361
67,1,True,30,8,0.001872,0.002976
68,1,True,41,8,0.001794,0.004229
69,1,True,128,8,0.001725,0.011523
70,1,True,63,8,0.001662,0.005853
71,1,True,44,8,0.001707,0.00523
72,1,True,60,8,0.001523,0.006959
73,1,True,51,8,0.001624,0.006133
74,1,True,72,8,0.001446,0.008114
75,1,True,56,8,0.001336,0.005421
76,1,True,42,8,0.002293,0.005589
77,1,True,48,8,0.001712,0.005988
78,1,True,55,8,0.001927,0.006068
79,1,True,41,8,0.001995,0.005185
80,1,True,60,8,0.002545,0.005316
81,1,True,84,8,0.001416,0.008691
82,1,True,50,8,0.001581,0.005616
83,1,True,60,8,0.001887,0.006979
84,1,True,42,8,0.00152,0.004577
85,1,True,41,8,0.001734,0.004854
86,1,True,54,8,0.001685,0.006731
87,1,True,58,8,0.001572,0.007544
88,1,True,44,8,0.001616,0.00467
89,1,True,27,8,0.001625,0.003289
90,1,True,40,8,0.002566,0.005018
91,1,True,35,8,0.001564,0.003993
92,1,True,96,8,0.001623,0.011097
93,1,True,24,8,0.00183,0.00312
94,1,True,62,8,0.001611,0.006538
95,1,True,53,8,0.00155,0.00619
96,1,True,46,8,0.001396,0.004812
97,1,True,37,8,0.001651,0.004635
98,1,True,57,8,0.001953,0.00747
99,1,True,36,8,0.001699,0.004959
100,1,True,51,8,0.001827,0.00628
