topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,40,6,0.121785,0.002414
2,1,True,40,6,0.004877,0.003107
3,1,True,18,6,0.001406,0.001287
4,1,True,36,6,0.001414,0.002735
5,1,True,22,6,0.001173,0.001618
6,1,True,13,6,0.001367,0.000907
7,1,True,36,6,0.000818,0.002273
8,1,True,24,6,0.000972,0.001524
9,1,True,18,6,0.001299,0.001417
10,1,True,22,6,0.000995,0.001262
11,1,True,20,6,0.001193,0.002104
12,1,True,22,6,0.00112,0.001545
13,1,True,19,6,0.000925,0.001591
14,1,True,32,6,0.001015,0.002338
15,1,True,28,6,0.001042,0.001791
16,1,True,12,6,0.000937,0.000904
17,1,True,32,6,0.001337,0.001993
18,1,True,18,6,0.001159,0.001214
19,1,True,16,6,0.00093,0.001216
20,1,True,13,6,0.00098,0.001019
21,1,True,16,6,0.001367,0.001429
22,1,True,16,6,0.000853,0.001244
23,1,True,14,6,0.000936,0.001046
24,1,True,28,6,0.000847,0.001765
25,1,True,48,6,0.001064,0.003069
26,1,True,24,6,0.001027,0.00167
27,1,True,10,6,0.001076,0.000846
28,1,True,15,6,0.000843,0.001298
29,1,True,21,6,0.000881,0.001382
30,1,True,32,6,0.001485,0.002469
31,1,True,17,6,0.00094,0.001138
32,1,True,20,6,0.000898,0.001382
33,1,True,19,6,0.000933,0.001394
34,1,True,21,6,0.000974,0.001648
35,1,True,30,6,0.001272,0.002082
36,1,True,16,6,0.000984,0.001137
37,1,True,18,6,0.001214,0.001842
38,1,True,23,6,0.001152,0.001764
39,1,True,36,6,0.000914,0.002637
40,1,True,20,6,0.000901,0.00146
41,1,True,21,6,0.001128,0.001456
42,1,True,10,6,0.000827,0.000852
43,1,True,16,6,0.00099,0.001291
44,1,False,0,0,,
45,1,True,18,6,0.001611,0.001467
46,1,True,14,6,0.000998,0.001119
47,1,True,20,6,0.001012,0.001574
48,1,True,21,6,0.000846,0.001472
49,1,True,26,6,0.001513,0.002059
50,1,True,25,6,0.001031,0.001733
51,1,True,21,6,0.000959,0.001447
52,1,True,24,6,0.00103,0.002251
53,1,True,10,6,0.001195,0.000822
54,1,True,19,6,0.00089,0.001344
55,1,True,40,6,0.000937,0.002831
56,1,True,36,6,0.000998,0.002987
57,1,True,16,6,0.001014,0.001131
58,1,True,18,6,0.000848,0.001319
59,1,True,20,6,0.000877,0.001399
60,1,True,14,6,0.001094,0.001022
61,1,True,24,6,0.000797,0.001463
62,1,True,17,6,0.000914,0.001253
63,1,True,15,6,0.000902,0.000949
64,1,True,18,6,0.001307,0.001618
65,1,True,22,6,0.000967,0.001534
66,1,True,20,6,0.000852,0.001272
67,1,True,20,6,0.000857,0.001349
68,1,True,28,6,0.000929,0.00223
69,1,True,40,6,0.000862,0.002661
70,1,True,28,6,0.000847,0.001951
71,1,True,28,6,0.000815,0.002145
72,1,False,0,0,,
73,1,True,20,6,0.001215,0.00132
74,1,True,20,6,0.000802,0.001394
75,1,True,16,6,0.000724,0.001022
76,1,True,48,6,0.000706,0.003144
77,1,True,17,6,0.000835,0.001193
78,1,True,32,6,0.000829,0.002159
79,1,True,24,6,0.00104,0.001519
80,1,True,25,6,0.001,0.001617
81,1,True,30,6,0.00085,0.001904
82,1,True,28,6,0.001036,0.001948
83,1,True,10,6,0.001202,0.001026
84,1,True,24,6,0.001071,0.001661
85,1,True,36,6,0.001136,0.002134
86,1,True,20,6,0.026514,0.001559
87,1,True,17,6,0.001219,0.001452
88,1,True,40,6,0.000897,0.003204
89,1,True,22,6,0.00094,0.001553
90,1,True,14,6,0.000881,0.001061
91,1,True,48,6,0.001227,0.003271
92,1,True,28,6,0.001236,0.002117
93,1,True,11,6,0.000851,0.000808
94,1,True,20,6,0.000852,0.001427
95,1,True,20,6,0.000771,0.001538
96,1,True,20,6,0.002033,0.001457
97,1,True,32,6,0.000964,0.002423
98,1,True,48,6,0.000886,0.003258
99,1,True,22,6,0.001018,0.001512
100,1,True,48,6,0.000834,0.003287
