topology,trial,attack_success,found_num_vectors,true_weights_matched,step1_time,step2_time
1,1,True,1280,12,0.117505,0.388877
2,1,False,0,0,,
3,1,True,3072,12,0.002634,1.828226
4,1,False,0,0,,
5,1,False,0,0,,
6,1,True,2560,12,0.001755,1.476174
7,1,False,0,0,,
8,1,True,1472,12,0.002082,0.47717
9,1,True,476,12,0.002028,0.069738
10,1,True,2560,12,0.001713,1.384188
11,1,True,1344,12,0.001495,0.435001
12,1,True,3072,12,0.001525,1.890656
13,1,True,880,12,0.001776,0.194821
14,1,True,944,12,0.001443,0.208407
15,1,True,192,12,0.001795,0.02493
16,1,True,556,12,0.001643,0.092894
17,1,True,424,12,0.001711,0.063291
18,1,True,1248,12,0.001802,0.317032
19,1,True,2560,12,0.00167,1.275933
20,1,True,864,12,0.001698,0.181705
21,1,True,1472,12,0.001514,0.499546
22,1,False,0,0,,
23,1,True,4096,12,0.00177,3.507411
24,1,True,1056,12,0.001751,0.24007
25,1,True,1280,12,0.001419,0.349698
26,1,False,0,0,,
27,1,False,0,0,,
28,1,True,792,12,0.001702,0.163005
29,1,True,680,12,0.002473,0.129105
30,1,True,640,12,0.001498,0.118224
31,1,True,1280,12,0.00157,0.37115
32,1,True,1088,12,0.001601,0.279665
33,1,False,0,0,,
34,1,False,0,0,,
35,1,True,1664,12,0.001373,0.57496
36,1,True,672,12,0.001627,0.130764
37,1,False,0,0,,
38,1,True,1232,12,0.004062,0.312478
39,1,True,864,12,0.001594,0.181332
40,1,True,1024,12,0.001523,0.264938
41,1,False,0,0,,
42,1,True,824,12,0.001618,0.167905
43,1,True,3072,12,0.001372,1.851116
44,1,True,918,12,0.001734,0.172398
45,1,False,0,0,,
46,1,True,488,12,0.001638,0.077815
47,1,True,928,12,0.001482,0.219578
48,1,True,1216,12,0.00168,0.355728
49,1,False,0,0,,
50,1,True,1536,12,0.001486,0.545579
51,1,True,720,12,0.00173,0.134083
52,1,True,1920,12,0.001463,0.714831
53,1,True,2560,12,0.024728,1.434569
54,1,False,0,0,,
55,1,True,704,12,0.001822,0.132248
56,1,True,672,12,0.001866,0.140561
57,1,True,800,12,0.001714,0.16658
58,1,True,882,12,0.001604,0.173724
59,1,True,624,12,0.001737,0.107056
60,1,True,400,12,0.001578,0.059686
61,1,True,856,12,0.0019,0.18561
62,1,True,2304,12,0.001757,1.114995
63,1,True,410,12,0.001702,0.058251
64,1,True,1536,12,0.001526,0.522286
65,1,True,1792,12,0.001623,0.708493
66,1,False,0,0,,
67,1,True,288,12,0.002029,0.041801
68,1,False,0,0,,
69,1,True,2304,12,0.001451,1.120488
70,1,True,1792,12,0.00164,0.714573
71,1,False,0,0,,
72,1,True,874,12,0.001612,0.181926
73,1,True,620,12,0.001948,0.114553
74,1,False,0,0,,
75,1,True,784,12,0.00159,0.158594
76,1,True,1056,12,0.001581,0.265618
77,1,True,716,12,0.001562,0.133415
78,1,True,1120,12,0.00154,0.2726
79,1,True,544,12,0.001644,0.091912
80,1,True,1920,12,0.001577,0.759308
81,1,True,1792,12,0.001517,0.703359
82,1,False,0,0,,
83,1,True,672,12,0.001616,0.123054
84,1,False,0,0,,
85,1,True,452,12,0.001563,0.063292
86,1,True,1536,12,0.001382,0.526966
87,1,True,1792,12,0.001602,0.705207
88,1,False,0,0,,
89,1,True,400,12,0.001506,0.056835
90,1,True,2304,12,0.001563,1.120596
91,1,True,864,12,0.001471,0.191079
92,1,True,832,12,0.001739,0.178583
93,1,True,688,12,0.001806,0.134445
94,1,True,2048,12,0.001406,0.834282
95,1,True,1072,12,0.001673,0.274196
96,1,True,656,12,0.001554,0.113405
97,1,True,1344,12,0.001727,0.3873
98,1,True,2048,12,0.001471,0.855685
99,1,True,1254,12,0.001646,0.270673
100,1,True,4096,12,0.001369,3.190654
