num_nodes,mean_degree,trial,topology,graph_seed,num_edges,mean_degree_observed,degree_std,average_clustering,average_shortest_path
100,4,5,scale_free,3165409161,200,4.0,3.6687872655688283,0.09418287921229097,3.0165656565656565
100,4,6,er,3086834553,200,4.0,1.5231546211727816,0.025285714285714293,3.418989898989899
100,4,6,ring,4201965314,200,4.0,0.0,0.5,12.878787878787879
100,4,6,small_world,463609923,200,4.0,0.565685424949238,0.3856666666666666,5.030909090909091
100,4,6,scale_free,4099682741,200,4.0,3.712142238654117,0.14695301482143588,3.011919191919192
100,4,7,er,2904216584,200,4.0,2.092844953645635,0.047253968253968257,3.541818181818182
100,4,7,ring,2818252839,200,4.0,0.0,0.5,12.878787878787879
100,4,7,small_world,169074916,200,4.0,0.5099019513592785,0.3989999999999999,5.4375757575757575
100,4,7,scale_free,1234717151,200,4.0,3.6221540552549665,0.1326564112216286,3.00989898989899
100,4,8,er,2795231377,200,4.0,1.8384776310850235,0.04125396825396826,3.541818181818182
100,4,8,ring,2491686401,200,4.0,0.0,0.5,12.878787878787879
100,4,8,small_world,1651108366,200,4.0,0.6164414002968976,0.37533333333333346,4.803434343434343
100,4,8,scale_free,3610233912,200,4.0,4.209513035969837,0.21964034818228367,2.9127272727272726
100,4,9,er,3228116824,200,4.0,1.816590212458495,0.052912698412698404,3.4896969696969697
100,4,9,ring,4206238740,200,4.0,0.0,0.5,12.878787878787879
