num_nodes,mean_degree,corrupt_ratio,topology,metric,trials,alternative_mean,er_mean,paired_mean_difference,ci_low,ci_high,equivalence_margin,equivalent_within_margin,direction
100,4,0.7,small_world,direct_recovery_rate,100,0.05199999999999999,0.08633333333333333,-0.03433333333333333,-0.04733333333333333,-0.022000000000000002,0.05,True,lower_than_er
100,4,0.7,small_world,hssp_eligible_rate,100,0.924,0.8703333333333334,0.053666666666666654,0.029666666666666664,0.07533333333333334,0.05,False,higher_than_er
100,4,0.7,small_world,hssp_rank_attackable_rate,100,0.7926666666666665,0.7706666666666667,0.022,-0.05800833333333334,0.11167499999999993,0.05,False,overlaps_er
100,4,0.7,small_world,hlcp_rank_attackable_rate,100,0.7993333333333331,0.779,0.020333333333333328,-0.06400000000000002,0.10466666666666664,0.05,False,overlaps_er
100,4,0.7,small_world,hssp_tractable_attackable_rate,100,0.409,0.11966666666666667,0.28933333333333333,0.23733333333333334,0.34267500000000006,0.05,False,higher_than_er
100,4,0.7,small_world,max_core_fraction,100,0.5616666666666666,0.8370000000000002,-0.2753333333333334,-0.32333333333333336,-0.22965833333333333,0.05,False,lower_than_er
100,4,0.8,small_world,direct_recovery_rate,100,0.151,0.154,-0.003,-0.028500000000000004,0.020500000000000004,0.05,True,overlaps_er
100,4,0.8,small_world,hssp_eligible_rate,100,0.8340000000000001,0.8200000000000002,0.014000000000000004,-0.015999999999999986,0.04401249999999994,0.05,True,overlaps_er
100,4,0.8,small_world,hssp_rank_attackable_rate,100,0.9735,0.9740000000000001,-0.0004999999999999894,-0.017499999999999988,0.014500000000000011,0.05,True,overlaps_er
100,4,0.8,small_world,hlcp_rank_attackable_rate,100,0.9735,0.9740000000000001,-0.0004999999999999894,-0.016999999999999994,0.014000000000000014,0.05,True,overlaps_er
100,4,0.8,small_world,hssp_tractable_attackable_rate,100,0.8140000000000001,0.28850000000000003,0.5255000000000001,0.43900000000000006,0.6055125,0.05,False,higher_than_er
100,4,0.8,small_world,max_core_fraction,100,0.42650000000000005,0.7405000000000002,-0.314,-0.36101250000000007,-0.267,0.05,False,lower_than_er
