num_nodes,mean_degree,topology,corrupt_ratio,core_honest_size,count,probability
200,4,ring,0.4,10,6,0.015384615384615385
200,4,ring,0.4,11,6,0.015384615384615385
200,4,ring,0.4,12,8,0.020512820512820513
200,4,ring,0.4,13,6,0.015384615384615385
200,4,ring,0.4,14,5,0.01282051282051282
200,4,ring,0.4,15,5,0.01282051282051282
200,4,ring,0.4,16,4,0.010256410256410256
200,4,ring,0.4,17,4,0.010256410256410256
200,4,ring,0.4,18,2,0.005128205128205128
200,4,ring,0.4,23,1,0.002564102564102564
200,4,ring,0.4,27,1,0.002564102564102564
200,4,ring,0.4,28,1,0.002564102564102564
200,4,ring,0.5,2,197,0.2640750670241287
200,4,ring,0.5,3,101,0.1353887399463807
200,4,ring,0.5,4,73,0.09785522788203753
200,4,ring,0.5,5,80,0.10723860589812333
200,4,ring,0.5,6,45,0.06032171581769437
200,4,ring,0.5,7,42,0.05630026809651475
200,4,ring,0.5,8,30,0.040214477211796246
200,4,ring,0.5,9,24,0.032171581769437
200,4,ring,0.5,10,24,0.032171581769437
200,4,ring,0.5,11,21,0.028150134048257374
200,4,ring,0.5,12,12,0.0160857908847185
200,4,ring,0.5,13,10,0.013404825737265416
200,4,ring,0.5,14,10,0.013404825737265416
200,4,ring,0.5,15,14,0.01876675603217158
200,4,ring,0.5,16,11,0.014745308310991957
200,4,ring,0.5,17,6,0.00804289544235925
200,4,ring,0.5,18,9,0.012064343163538873
200,4,ring,0.5,19,9,0.012064343163538873
200,4,ring,0.5,20,6,0.00804289544235925
200,4,ring,0.5,21,4,0.005361930294906166
200,4,ring,0.5,22,3,0.004021447721179625
200,4,ring,0.5,23,2,0.002680965147453083
200,4,ring,0.5,24,1,0.0013404825737265416
200,4,ring,0.5,25,4,0.005361930294906166
200,4,ring,0.5,26,1,0.0013404825737265416
200,4,ring,0.5,27,1,0.0013404825737265416
200,4,ring,0.5,28,2,0.002680965147453083
200,4,ring,0.5,33,1,0.0013404825737265416
200,4,ring,0.5,43,1,0.0013404825737265416
200,4,ring,0.5,46,1,0.0013404825737265416
200,4,ring,0.5,51,1,0.0013404825737265416
200,4,ring,0.6,2,228,0.21652421652421652
200,4,ring,0.6,3,148,0.14055080721747387
200,4,ring,0.6,4,109,0.10351377018043685
200,4,ring,0.6,5,111,0.10541310541310542
200,4,ring,0.6,6,100,0.0949667616334283
200,4,ring,0.6,7,75,0.07122507122507123
200,4,ring,0.6,8,45,0.042735042735042736
200,4,ring,0.6,9,44,0.04178537511870845
200,4,ring,0.6,10,33,0.03133903133903134
200,4,ring,0.6,11,29,0.027540360873694207
200,4,ring,0.6,12,17,0.016144349477682812
200,4,ring,0.6,13,20,0.01899335232668566
200,4,ring,0.6,14,11,0.010446343779677113
200,4,ring,0.6,15,12,0.011396011396011397
200,4,ring,0.6,16,13,0.012345679012345678
200,4,ring,0.6,17,9,0.008547008547008548
200,4,ring,0.6,18,10,0.00949667616334283
200,4,ring,0.6,19,4,0.003798670465337132
200,4,ring,0.6,20,3,0.002849002849002849
200,4,ring,0.6,21,2,0.001899335232668566
200,4,ring,0.6,22,9,0.008547008547008548
200,4,ring,0.6,23,5,0.004748338081671415
200,4,ring,0.6,24,4,0.003798670465337132
200,4,ring,0.6,25,4,0.003798670465337132
200,4,ring,0.6,26,1,0.000949667616334283
200,4,ring,0.6,27,1,0.000949667616334283
200,4,ring,0.6,28,1,0.000949667616334283
200,4,ring,0.6,29,1,0.000949667616334283
200,4,ring,0.6,30,1,0.000949667616334283
200,4,ring,0.6,33,1,0.000949667616334283
200,4,ring,0.6,35,1,0.000949667616334283
200,4,ring,0.6,40,1,0.000949667616334283
200,4,ring,0.7,2,339,0.2855939342881213
200,4,ring,0.7,3,230,0.1937657961246841
200,4,ring,0.7,4,165,0.13900589721988205
200,4,ring,0.7,5,129,0.10867733782645324
200,4,ring,0.7,6,95,0.08003369839932603
200,4,ring,0.7,7,44,0.03706823925863521
200,4,ring,0.7,8,42,0.03538331929233361
200,4,ring,0.7,9,42,0.03538331929233361
200,4,ring,0.7,10,30,0.02527379949452401
200,4,ring,0.7,11,17,0.014321819713563605
200,4,ring,0.7,12,20,0.016849199663016005
200,4,ring,0.7,13,8,0.006739679865206402
200,4,ring,0.7,14,10,0.008424599831508003
200,4,ring,0.7,15,7,0.005897219882055603
200,4,ring,0.7,16,4,0.003369839932603201
200,4,ring,0.7,17,2,0.0016849199663016006
200,4,ring,0.7,18,2,0.0016849199663016006
200,4,ring,0.7,22,1,0.0008424599831508003
200,4,ring,0.8,2,422,0.422
200,4,ring,0.8,3,256,0.256
200,4,ring,0.8,4,154,0.154
200,4,ring,0.8,5,67,0.067
200,4,ring,0.8,6,44,0.044
200,4,ring,0.8,7,30,0.03
200,4,ring,0.8,8,12,0.012
200,4,ring,0.8,9,8,0.008
200,4,ring,0.8,10,2,0.002
200,4,ring,0.8,11,3,0.003
200,4,ring,0.8,12,2,0.002
200,4,ring,0.9,2,296,0.669683257918552
200,4,ring,0.9,3,93,0.21040723981900453
200,4,ring,0.9,4,42,0.09502262443438914
200,4,ring,0.9,5,8,0.01809954751131222
200,4,ring,0.9,6,3,0.006787330316742082
200,4,scale_free,0.1,2,10,0.7692307692307693
200,4,scale_free,0.1,3,2,0.15384615384615385
200,4,scale_free,0.1,4,1,0.07692307692307693
200,4,scale_free,0.2,2,16,0.8421052631578947
200,4,scale_free,0.2,3,1,0.05263157894736842
200,4,scale_free,0.2,4,2,0.10526315789473684
200,4,scale_free,0.3,2,21,0.84
200,4,scale_free,0.3,3,3,0.12
200,4,scale_free,0.3,4,1,0.04
200,4,scale_free,0.4,2,24,0.8571428571428571
200,4,scale_free,0.4,3,2,0.07142857142857142
200,4,scale_free,0.4,4,1,0.03571428571428571
200,4,scale_free,0.4,66,1,0.03571428571428571
200,4,scale_free,0.5,2,24,0.27906976744186046
200,4,scale_free,0.5,3,5,0.05813953488372093
200,4,scale_free,0.5,4,3,0.03488372093023256
200,4,scale_free,0.5,67,3,0.03488372093023256
200,4,scale_free,0.5,68,2,0.023255813953488372
200,4,scale_free,0.5,70,2,0.023255813953488372
200,4,scale_free,0.5,71,2,0.023255813953488372
200,4,scale_free,0.5,72,4,0.046511627906976744
200,4,scale_free,0.5,73,5,0.05813953488372093
200,4,scale_free,0.5,74,2,0.023255813953488372
200,4,scale_free,0.5,75,5,0.05813953488372093
200,4,scale_free,0.5,76,4,0.046511627906976744
200,4,scale_free,0.5,77,2,0.023255813953488372
200,4,scale_free,0.5,78,9,0.10465116279069768
200,4,scale_free,0.5,79,1,0.011627906976744186
200,4,scale_free,0.5,80,3,0.03488372093023256
200,4,scale_free,0.5,81,5,0.05813953488372093
200,4,scale_free,0.5,82,1,0.011627906976744186
200,4,scale_free,0.5,83,3,0.03488372093023256
200,4,scale_free,0.5,84,1,0.011627906976744186
200,4,scale_free,0.6,2,22,0.176
200,4,scale_free,0.6,3,2,0.016
200,4,scale_free,0.6,4,2,0.016
200,4,scale_free,0.6,5,1,0.008
200,4,scale_free,0.6,56,1,0.008
200,4,scale_free,0.6,57,2,0.016
200,4,scale_free,0.6,58,2,0.016
200,4,scale_free,0.6,59,1,0.008
200,4,scale_free,0.6,60,3,0.024
200,4,scale_free,0.6,61,3,0.024
200,4,scale_free,0.6,62,2,0.016
200,4,scale_free,0.6,63,5,0.04
200,4,scale_free,0.6,64,6,0.048
200,4,scale_free,0.6,65,5,0.04
200,4,scale_free,0.6,66,7,0.056
200,4,scale_free,0.6,67,12,0.096
200,4,scale_free,0.6,68,11,0.088
200,4,scale_free,0.6,69,10,0.08
200,4,scale_free,0.6,70,7,0.056
200,4,scale_free,0.6,71,9,0.072
200,4,scale_free,0.6,72,5,0.04
200,4,scale_free,0.6,73,5,0.04
200,4,scale_free,0.6,74,2,0.016
200,4,scale_free,0.7,2,18,0.14754098360655737
200,4,scale_free,0.7,3,3,0.02459016393442623
200,4,scale_free,0.7,4,1,0.00819672131147541
200,4,scale_free,0.7,45,2,0.01639344262295082
200,4,scale_free,0.7,46,1,0.00819672131147541
200,4,scale_free,0.7,47,7,0.05737704918032787
200,4,scale_free,0.7,48,3,0.02459016393442623
200,4,scale_free,0.7,49,5,0.040983606557377046
200,4,scale_free,0.7,50,10,0.08196721311475409
200,4,scale_free,0.7,51,13,0.10655737704918032
200,4,scale_free,0.7,52,10,0.08196721311475409
200,4,scale_free,0.7,53,12,0.09836065573770492
200,4,scale_free,0.7,54,14,0.11475409836065574
200,4,scale_free,0.7,55,9,0.07377049180327869
200,4,scale_free,0.7,56,8,0.06557377049180328
200,4,scale_free,0.7,57,5,0.040983606557377046
200,4,scale_free,0.7,58,1,0.00819672131147541
200,4,scale_free,0.8,2,33,0.2323943661971831
200,4,scale_free,0.8,3,7,0.04929577464788732
200,4,scale_free,0.8,4,2,0.014084507042253521
200,4,scale_free,0.8,27,1,0.007042253521126761
200,4,scale_free,0.8,28,1,0.007042253521126761
200,4,scale_free,0.8,29,2,0.014084507042253521
200,4,scale_free,0.8,30,7,0.04929577464788732
200,4,scale_free,0.8,31,6,0.04225352112676056
200,4,scale_free,0.8,32,10,0.07042253521126761
200,4,scale_free,0.8,33,13,0.09154929577464789
200,4,scale_free,0.8,34,11,0.07746478873239436
200,4,scale_free,0.8,35,18,0.1267605633802817
200,4,scale_free,0.8,36,13,0.09154929577464789
200,4,scale_free,0.8,37,9,0.06338028169014084
200,4,scale_free,0.8,38,6,0.04225352112676056
200,4,scale_free,0.8,39,2,0.014084507042253521
200,4,scale_free,0.8,40,1,0.007042253521126761
200,4,scale_free,0.9,2,64,0.32
200,4,scale_free,0.9,3,20,0.1
200,4,scale_free,0.9,4,7,0.035
200,4,scale_free,0.9,5,6,0.03
200,4,scale_free,0.9,6,8,0.04
200,4,scale_free,0.9,7,8,0.04
200,4,scale_free,0.9,8,1,0.005
200,4,scale_free,0.9,9,2,0.01
200,4,scale_free,0.9,10,4,0.02
200,4,scale_free,0.9,11,4,0.02
200,4,scale_free,0.9,12,13,0.065
200,4,scale_free,0.9,13,11,0.055
200,4,scale_free,0.9,14,13,0.065
200,4,scale_free,0.9,15,4,0.02
200,4,scale_free,0.9,16,12,0.06
200,4,scale_free,0.9,17,8,0.04
200,4,scale_free,0.9,18,8,0.04
200,4,scale_free,0.9,19,4,0.02
200,4,scale_free,0.9,20,3,0.015
200,4,small_world,0.1,2,4,1.0
200,4,small_world,0.2,2,17,0.6538461538461539
200,4,small_world,0.2,3,5,0.19230769230769232
200,4,small_world,0.2,4,3,0.11538461538461539
200,4,small_world,0.2,5,1,0.038461538461538464
200,4,small_world,0.3,2,44,0.5789473684210527
200,4,small_world,0.3,3,15,0.19736842105263158
200,4,small_world,0.3,4,8,0.10526315789473684
200,4,small_world,0.3,5,3,0.039473684210526314
200,4,small_world,0.3,6,3,0.039473684210526314
200,4,small_world,0.3,7,2,0.02631578947368421
200,4,small_world,0.3,11,1,0.013157894736842105
200,4,small_world,0.4,2,77,0.44508670520231214
200,4,small_world,0.4,3,36,0.20809248554913296
200,4,small_world,0.4,4,23,0.1329479768786127
200,4,small_world,0.4,5,13,0.07514450867052024
200,4,small_world,0.4,6,5,0.028901734104046242
200,4,small_world,0.4,7,6,0.03468208092485549
200,4,small_world,0.4,8,3,0.017341040462427744
200,4,small_world,0.4,9,1,0.005780346820809248
200,4,small_world,0.4,10,1,0.005780346820809248
200,4,small_world,0.4,12,1,0.005780346820809248
200,4,small_world,0.4,14,2,0.011560693641618497
200,4,small_world,0.4,18,1,0.005780346820809248
200,4,small_world,0.4,21,3,0.017341040462427744
200,4,small_world,0.4,30,1,0.005780346820809248
200,4,small_world,0.5,2,116,0.3352601156069364
200,4,small_world,0.5,3,63,0.18208092485549132
200,4,small_world,0.5,4,37,0.1069364161849711
200,4,small_world,0.5,5,18,0.05202312138728324
200,4,small_world,0.5,6,16,0.046242774566473986
200,4,small_world,0.5,7,9,0.02601156069364162
200,4,small_world,0.5,8,13,0.03757225433526012
200,4,small_world,0.5,9,4,0.011560693641618497
200,4,small_world,0.5,10,1,0.002890173410404624
200,4,small_world,0.5,11,2,0.005780346820809248
200,4,small_world,0.5,13,3,0.008670520231213872
200,4,small_world,0.5,14,1,0.002890173410404624
200,4,small_world,0.5,15,1,0.002890173410404624
200,4,small_world,0.5,16,1,0.002890173410404624
200,4,small_world,0.5,17,1,0.002890173410404624
200,4,small_world,0.5,21,1,0.002890173410404624
200,4,small_world,0.5,22,1,0.002890173410404624
200,4,small_world,0.5,27,1,0.002890173410404624
200,4,small_world,0.5,28,1,0.002890173410404624
200,4,small_world,0.5,30,1,0.002890173410404624
200,4,small_world,0.5,31,2,0.005780346820809248
200,4,small_world,0.5,32,1,0.002890173410404624
200,4,small_world,0.5,33,3,0.008670520231213872
200,4,small_world,0.5,36,1,0.002890173410404624
200,4,small_world,0.5,39,1,0.002890173410404624
200,4,small_world,0.5,41,1,0.002890173410404624
200,4,small_world,0.5,44,2,0.005780346820809248
200,4,small_world,0.5,49,1,0.002890173410404624
200,4,small_world,0.5,52,1,0.002890173410404624
200,4,small_world,0.5,53,1,0.002890173410404624
200,4,small_world,0.5,57,2,0.005780346820809248
200,4,small_world,0.5,58,1,0.002890173410404624
200,4,small_world,0.5,59,2,0.005780346820809248
200,4,small_world,0.5,61,2,0.005780346820809248
200,4,small_world,0.5,62,1,0.002890173410404624
200,4,small_world,0.5,63,1,0.002890173410404624
200,4,small_world,0.5,65,1,0.002890173410404624
200,4,small_world,0.5,66,1,0.002890173410404624
200,4,small_world,0.5,67,1,0.002890173410404624
200,4,small_world,0.5,69,1,0.002890173410404624
200,4,small_world,0.5,72,1,0.002890173410404624
200,4,small_world,0.5,73,2,0.005780346820809248
200,4,small_world,0.5,74,4,0.011560693641618497
200,4,small_world,0.5,75,2,0.005780346820809248
200,4,small_world,0.5,76,3,0.008670520231213872
200,4,small_world,0.5,77,5,0.014450867052023121
200,4,small_world,0.5,78,1,0.002890173410404624
200,4,small_world,0.5,79,2,0.005780346820809248
200,4,small_world,0.5,80,2,0.005780346820809248
200,4,small_world,0.5,81,2,0.005780346820809248
200,4,small_world,0.5,83,3,0.008670520231213872
200,4,small_world,0.5,89,1,0.002890173410404624
200,4,small_world,0.6,2,157,0.3060428849902534
200,4,small_world,0.6,3,88,0.17153996101364521
200,4,small_world,0.6,4,48,0.0935672514619883
200,4,small_world,0.6,5,35,0.0682261208576998
200,4,small_world,0.6,6,13,0.025341130604288498
200,4,small_world,0.6,7,11,0.021442495126705652
200,4,small_world,0.6,8,7,0.01364522417153996
200,4,small_world,0.6,9,3,0.005847953216374269
200,4,small_world,0.6,10,11,0.021442495126705652
200,4,small_world,0.6,11,5,0.009746588693957114
200,4,small_world,0.6,12,5,0.009746588693957114
200,4,small_world,0.6,13,6,0.011695906432748537
200,4,small_world,0.6,14,2,0.003898635477582846
200,4,small_world,0.6,15,2,0.003898635477582846
200,4,small_world,0.6,16,3,0.005847953216374269
200,4,small_world,0.6,17,4,0.007797270955165692
200,4,small_world,0.6,18,4,0.007797270955165692
200,4,small_world,0.6,19,1,0.001949317738791423
200,4,small_world,0.6,20,1,0.001949317738791423
200,4,small_world,0.6,22,2,0.003898635477582846
200,4,small_world,0.6,24,2,0.003898635477582846
200,4,small_world,0.6,25,1,0.001949317738791423
200,4,small_world,0.6,26,3,0.005847953216374269
200,4,small_world,0.6,27,2,0.003898635477582846
200,4,small_world,0.6,28,2,0.003898635477582846
200,4,small_world,0.6,29,1,0.001949317738791423
200,4,small_world,0.6,30,3,0.005847953216374269
200,4,small_world,0.6,31,2,0.003898635477582846
200,4,small_world,0.6,33,2,0.003898635477582846
200,4,small_world,0.6,34,1,0.001949317738791423
200,4,small_world,0.6,36,1,0.001949317738791423
200,4,small_world,0.6,37,1,0.001949317738791423
200,4,small_world,0.6,38,2,0.003898635477582846
200,4,small_world,0.6,39,2,0.003898635477582846
200,4,small_world,0.6,41,2,0.003898635477582846
200,4,small_world,0.6,42,2,0.003898635477582846
200,4,small_world,0.6,43,1,0.001949317738791423
200,4,small_world,0.6,45,1,0.001949317738791423
200,4,small_world,0.6,46,1,0.001949317738791423
200,4,small_world,0.6,47,2,0.003898635477582846
200,4,small_world,0.6,48,4,0.007797270955165692
200,4,small_world,0.6,49,1,0.001949317738791423
200,4,small_world,0.6,50,1,0.001949317738791423
200,4,small_world,0.6,51,4,0.007797270955165692
200,4,small_world,0.6,52,5,0.009746588693957114
200,4,small_world,0.6,53,2,0.003898635477582846
200,4,small_world,0.6,54,2,0.003898635477582846
200,4,small_world,0.6,55,1,0.001949317738791423
200,4,small_world,0.6,56,1,0.001949317738791423
200,4,small_world,0.6,57,5,0.009746588693957114
200,4,small_world,0.6,58,2,0.003898635477582846
200,4,small_world,0.6,60,4,0.007797270955165692
200,4,small_world,0.6,61,2,0.003898635477582846
200,4,small_world,0.6,62,3,0.005847953216374269
200,4,small_world,0.6,63,4,0.007797270955165692
200,4,small_world,0.6,64,2,0.003898635477582846
200,4,small_world,0.6,65,2,0.003898635477582846
200,4,small_world,0.6,66,2,0.003898635477582846
200,4,small_world,0.6,67,4,0.007797270955165692
200,4,small_world,0.6,68,5,0.009746588693957114
200,4,small_world,0.6,69,3,0.005847953216374269
200,4,small_world,0.6,70,4,0.007797270955165692
200,4,small_world,0.6,71,1,0.001949317738791423
200,4,small_world,0.6,72,1,0.001949317738791423
200,4,small_world,0.6,73,1,0.001949317738791423
200,4,small_world,0.6,74,1,0.001949317738791423
200,4,small_world,0.6,75,1,0.001949317738791423
200,4,small_world,0.6,76,1,0.001949317738791423
200,4,small_world,0.6,77,1,0.001949317738791423
200,4,small_world,0.6,80,1,0.001949317738791423
200,4,small_world,0.7,2,202,0.31811023622047246
200,4,small_world,0.7,3,106,0.16692913385826771
200,4,small_world,0.7,4,61,0.09606299212598425
200,4,small_world,0.7,5,48,0.07559055118110236
200,4,small_world,0.7,6,25,0.03937007874015748
200,4,small_world,0.7,7,22,0.03464566929133858
200,4,small_world,0.7,8,16,0.025196850393700787
200,4,small_world,0.7,9,12,0.01889763779527559
200,4,small_world,0.7,10,11,0.01732283464566929
200,4,small_world,0.7,11,9,0.014173228346456693
200,4,small_world,0.7,12,4,0.006299212598425197
200,4,small_world,0.7,13,6,0.009448818897637795
200,4,small_world,0.7,14,6,0.009448818897637795
200,4,small_world,0.7,15,8,0.012598425196850394
200,4,small_world,0.7,16,5,0.007874015748031496
200,4,small_world,0.7,17,5,0.007874015748031496
200,4,small_world,0.7,18,5,0.007874015748031496
200,4,small_world,0.7,19,1,0.0015748031496062992
200,4,small_world,0.7,20,1,0.0015748031496062992
200,4,small_world,0.7,21,3,0.004724409448818898
200,4,small_world,0.7,22,2,0.0031496062992125984
200,4,small_world,0.7,23,2,0.0031496062992125984
200,4,small_world,0.7,24,3,0.004724409448818898
200,4,small_world,0.7,26,2,0.0031496062992125984
200,4,small_world,0.7,27,1,0.0015748031496062992
200,4,small_world,0.7,28,2,0.0031496062992125984
200,4,small_world,0.7,29,4,0.006299212598425197
200,4,small_world,0.7,30,4,0.006299212598425197
200,4,small_world,0.7,31,1,0.0015748031496062992
200,4,small_world,0.7,32,9,0.014173228346456693
200,4,small_world,0.7,33,1,0.0015748031496062992
200,4,small_world,0.7,34,8,0.012598425196850394
200,4,small_world,0.7,35,3,0.004724409448818898
200,4,small_world,0.7,36,1,0.0015748031496062992
200,4,small_world,0.7,37,2,0.0031496062992125984
200,4,small_world,0.7,38,2,0.0031496062992125984
200,4,small_world,0.7,39,4,0.006299212598425197
200,4,small_world,0.7,40,3,0.004724409448818898
200,4,small_world,0.7,41,1,0.0015748031496062992
200,4,small_world,0.7,42,2,0.0031496062992125984
200,4,small_world,0.7,43,5,0.007874015748031496
200,4,small_world,0.7,44,4,0.006299212598425197
200,4,small_world,0.7,45,2,0.0031496062992125984
200,4,small_world,0.7,46,1,0.0015748031496062992
200,4,small_world,0.7,47,1,0.0015748031496062992
200,4,small_world,0.7,48,1,0.0015748031496062992
200,4,small_world,0.7,49,1,0.0015748031496062992
200,4,small_world,0.7,50,1,0.0015748031496062992
200,4,small_world,0.7,51,2,0.0031496062992125984
200,4,small_world,0.7,52,2,0.0031496062992125984
200,4,small_world,0.7,54,1,0.0015748031496062992
200,4,small_world,0.7,58,1,0.0015748031496062992
200,4,small_world,0.8,2,270,0.36635006784260515
200,4,small_world,0.8,3,163,0.22116689280868385
200,4,small_world,0.8,4,82,0.1112618724559023
200,4,small_world,0.8,5,52,0.07055630936227951
200,4,small_world,0.8,6,34,0.04613297150610583
200,4,small_world,0.8,7,22,0.029850746268656716
200,4,small_world,0.8,8,23,0.031207598371777476
200,4,small_world,0.8,9,14,0.018995929443690638
200,4,small_world,0.8,10,13,0.017639077340569877
200,4,small_world,0.8,11,13,0.017639077340569877
200,4,small_world,0.8,12,13,0.017639077340569877
200,4,small_world,0.8,13,5,0.0067842605156037995
200,4,small_world,0.8,14,4,0.005427408412483039
200,4,small_world,0.8,16,6,0.008141112618724558
200,4,small_world,0.8,17,5,0.0067842605156037995
200,4,small_world,0.8,18,3,0.004070556309362279
200,4,small_world,0.8,19,7,0.009497964721845319
200,4,small_world,0.8,20,3,0.004070556309362279
200,4,small_world,0.8,23,2,0.0027137042062415195
200,4,small_world,0.8,26,1,0.0013568521031207597
200,4,small_world,0.8,27,1,0.0013568521031207597
200,4,small_world,0.8,32,1,0.0013568521031207597
200,4,small_world,0.9,2,233,0.541860465116279
200,4,small_world,0.9,3,100,0.23255813953488372
200,4,small_world,0.9,4,47,0.10930232558139535
200,4,small_world,0.9,5,31,0.07209302325581396
200,4,small_world,0.9,6,9,0.020930232558139535
200,4,small_world,0.9,7,4,0.009302325581395349
200,4,small_world,0.9,8,3,0.0069767441860465115
200,4,small_world,0.9,9,2,0.004651162790697674
200,4,small_world,0.9,10,1,0.002325581395348837
