num_nodes,mean_degree,trial,topology,corrupt_ratio,partition_seed,n_honest,n_corrupt,direct_honest,eligible_honest,unrecoverable_honest,hssp_rank_feasible_honest,hlcp_rank_feasible_honest,eligible_core_count,max_core_honest_size,mean_core_honest_size,direct_recovery_rate,hssp_eligible_rate,structural_attackable_rate,hssp_rank_attackable_rate,hlcp_rank_attackable_rate,hssp_tractable_attackable_rate,hlcp_tractable_attackable_rate,max_core_fraction,hssp_feasible_core_probability,hlcp_feasible_core_probability
100,4,29,small_world,0.5,2379286274,50,50,2,0,48,0,0,0,0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0,0
100,4,29,scale_free,0.5,2379286274,50,50,4,0,46,0,0,0,0,0.0,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.0,0,0
100,4,29,er,0.6,2379286274,40,60,3,31,6,31,31,1,31,31.0,0.075,0.775,0.85,0.85,0.85,0.075,0.075,0.775,1,1
100,4,29,ring,0.6,2379286274,40,60,0,37,3,9,9,5,14,7.4,0.0,0.925,0.925,0.225,0.225,0.225,0.225,0.35,1,1
100,4,29,small_world,0.6,2379286274,40,60,2,36,2,6,6,2,30,18.0,0.05,0.9,0.95,0.2,0.2,0.2,0.2,0.75,1,1
100,4,29,scale_free,0.6,2379286274,40,60,3,31,6,0,0,1,31,31.0,0.075,0.775,0.85,0.075,0.075,0.075,0.075,0.775,0,0
100,4,29,er,0.7,2379286274,30,70,6,20,4,20,20,1,20,20.0,0.2,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2,0.2,0.6666666666666666,1,1
100,4,29,ring,0.7,2379286274,30,70,0,30,0,30,30,5,15,6.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1,1
100,4,29,small_world,0.7,2379286274,30,70,0,30,0,30,30,2,27,15.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.9,1,1
100,4,29,scale_free,0.7,2379286274,30,70,3,22,5,0,0,1,22,22.0,0.1,0.7333333333333333,0.8333333333333334,0.1,0.1,0.1,0.1,0.7333333333333333,0,0
100,4,29,er,0.8,2379286274,20,80,4,15,1,15,15,1,15,15.0,0.2,0.75,0.95,0.95,0.95,0.2,0.2,0.75,1,1
100,4,29,ring,0.8,2379286274,20,80,4,16,0,16,16,5,6,3.2,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,29,small_world,0.8,2379286274,20,80,1,19,0,19,19,3,13,6.333333333333333,0.05,0.95,1.0,1.0,1.0,0.35,0.35,0.65,1,1
100,4,29,scale_free,0.8,2379286274,20,80,2,17,1,17,17,3,13,5.666666666666667,0.1,0.85,0.95,0.95,0.95,0.3,0.3,0.65,1,1
100,4,29,er,0.9,2379286274,10,90,2,8,0,8,8,2,6,4.0,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.6,1,1
100,4,29,ring,0.9,2379286274,10,90,4,6,0,6,6,2,4,3.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,29,small_world,0.9,2379286274,10,90,4,6,0,6,6,2,4,3.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,29,scale_free,0.9,2379286274,10,90,2,8,0,8,8,3,4,2.6666666666666665,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,30,er,0.1,2496848106,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,30,ring,0.1,2496848106,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,30,small_world,0.1,2496848106,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,30,scale_free,0.1,2496848106,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,30,er,0.2,2496848106,80,20,1,0,79,0,0,0,0,0.0,0.0125,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0,0,0
100,4,30,ring,0.2,2496848106,80,20,0,4,76,4,4,2,2,2.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.025,1,1
100,4,30,small_world,0.2,2496848106,80,20,1,2,77,2,2,1,2,2.0,0.0125,0.025,0.0375,0.0375,0.0375,0.0375,0.0375,0.025,1,1
100,4,30,scale_free,0.2,2496848106,80,20,1,0,79,0,0,0,0,0.0,0.0125,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0,0,0
100,4,30,er,0.3,2496848106,70,30,2,0,68,0,0,0,0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0
100,4,30,ring,0.3,2496848106,70,30,0,4,66,4,4,2,2,2.0,0.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.02857142857142857,1,1
100,4,30,small_world,0.3,2496848106,70,30,1,0,69,0,0,0,0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0,0
100,4,30,scale_free,0.3,2496848106,70,30,2,0,68,0,0,0,0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0
100,4,30,er,0.4,2496848106,60,40,1,0,59,0,0,0,0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0,0
100,4,30,ring,0.4,2496848106,60,40,0,2,58,2,2,1,2,2.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,1,1
100,4,30,small_world,0.4,2496848106,60,40,1,0,59,0,0,0,0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0,0
100,4,30,scale_free,0.4,2496848106,60,40,2,0,58,0,0,0,0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0,0
100,4,30,er,0.5,2496848106,50,50,1,42,7,0,0,1,42,42.0,0.02,0.84,0.86,0.02,0.02,0.02,0.02,0.84,0,0
100,4,30,ring,0.5,2496848106,50,50,0,30,20,21,21,7,13,4.285714285714286,0.0,0.6,0.6,0.42,0.42,0.16,0.16,0.26,1,1
100,4,30,small_world,0.5,2496848106,50,50,1,32,17,11,11,3,21,10.666666666666666,0.02,0.64,0.66,0.24,0.24,0.24,0.24,0.42,1,1
100,4,30,scale_free,0.5,2496848106,50,50,1,38,11,0,0,1,38,38.0,0.02,0.76,0.78,0.02,0.02,0.02,0.02,0.76,0,0
100,4,30,er,0.6,2496848106,40,60,0,37,3,0,0,1,37,37.0,0.0,0.925,0.925,0.0,0.0,0.0,0.0,0.925,0,0
100,4,30,ring,0.6,2496848106,40,60,0,39,1,23,23,9,13,4.333333333333333,0.0,0.975,0.975,0.575,0.575,0.575,0.575,0.325,1,1
100,4,30,small_world,0.6,2496848106,40,60,1,38,1,0,38,1,38,38.0,0.025,0.95,0.975,0.025,0.975,0.025,0.025,0.95,0,1
100,4,30,scale_free,0.6,2496848106,40,60,0,36,4,0,0,1,36,36.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.9,0,0
100,4,30,er,0.7,2496848106,30,70,1,27,2,0,0,1,27,27.0,0.03333333333333333,0.9,0.9333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9,0,0
100,4,30,ring,0.7,2496848106,30,70,0,29,1,26,26,8,8,3.625,0.0,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.26666666666666666,1,1
100,4,30,small_world,0.7,2496848106,30,70,1,28,1,28,28,3,21,9.333333333333334,0.03333333333333333,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.26666666666666666,0.26666666666666666,0.7,1,1
100,4,30,scale_free,0.7,2496848106,30,70,0,29,1,0,0,1,29,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0,0.0,0.9666666666666667,0,0
100,4,30,er,0.8,2496848106,20,80,4,15,1,15,15,1,15,15.0,0.2,0.75,0.95,0.95,0.95,0.2,0.2,0.75,1,1
100,4,30,ring,0.8,2496848106,20,80,3,17,0,17,17,6,5,2.8333333333333335,0.15,0.85,1.0,1.0,1.0,1.0,1.0,0.25,1,1
100,4,30,small_world,0.8,2496848106,20,80,5,15,0,15,15,4,5,3.75,0.25,0.75,1.0,1.0,1.0,1.0,1.0,0.25,1,1
100,4,30,scale_free,0.8,2496848106,20,80,1,18,1,0,0,1,18,18.0,0.05,0.9,0.95,0.05,0.05,0.05,0.05,0.9,0,0
100,4,30,er,0.9,2496848106,10,90,7,2,1,2,2,1,2,2.0,0.7,0.2,0.9,0.9,0.9,0.9,0.9,0.2,1,1
100,4,30,ring,0.9,2496848106,10,90,4,6,0,6,6,3,2,2.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.2,1,1
100,4,30,small_world,0.9,2496848106,10,90,3,7,0,7,7,3,3,2.3333333333333335,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,30,scale_free,0.9,2496848106,10,90,0,10,0,10,10,1,10,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1
100,4,31,er,0.1,2805182450,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,31,ring,0.1,2805182450,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,31,small_world,0.1,2805182450,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,31,scale_free,0.1,2805182450,90,10,1,0,89,0,0,0,0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0,0
100,4,31,er,0.2,2805182450,80,20,1,0,79,0,0,0,0,0.0,0.0125,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0,0,0
100,4,31,ring,0.2,2805182450,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,31,small_world,0.2,2805182450,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,31,scale_free,0.2,2805182450,80,20,2,0,78,0,0,0,0,0.0,0.025,0.0,0.025,0.025,0.025,0.025,0.025,0.0,0,0
100,4,31,er,0.3,2805182450,70,30,1,0,69,0,0,0,0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0,0
100,4,31,ring,0.3,2805182450,70,30,0,6,64,6,6,3,2,2.0,0.0,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.02857142857142857,1,1
100,4,31,small_world,0.3,2805182450,70,30,0,2,68,2,2,1,2,2.0,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,1,1
100,4,31,scale_free,0.3,2805182450,70,30,2,0,68,0,0,0,0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0
100,4,31,er,0.4,2805182450,60,40,1,0,59,0,0,0,0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0,0
100,4,31,ring,0.4,2805182450,60,40,0,12,48,12,12,4,6,3.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.1,1,1
100,4,31,small_world,0.4,2805182450,60,40,2,4,54,4,4,2,2,2.0,0.03333333333333333,0.06666666666666667,0.1,0.1,0.1,0.1,0.1,0.03333333333333333,1,1
100,4,31,scale_free,0.4,2805182450,60,40,2,0,58,0,0,0,0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0,0
100,4,31,er,0.5,2805182450,50,50,3,39,8,0,0,1,39,39.0,0.06,0.78,0.84,0.06,0.06,0.06,0.06,0.78,0,0
100,4,31,ring,0.5,2805182450,50,50,0,13,37,10,10,5,4,2.6,0.0,0.26,0.26,0.2,0.2,0.2,0.2,0.08,1,1
100,4,31,small_world,0.5,2805182450,50,50,1,42,7,5,5,2,37,21.0,0.02,0.84,0.86,0.12,0.12,0.12,0.12,0.74,1,1
100,4,31,scale_free,0.5,2805182450,50,50,2,39,9,0,0,1,39,39.0,0.04,0.78,0.82,0.04,0.04,0.04,0.04,0.78,0,0
100,4,31,er,0.6,2805182450,40,60,2,36,2,0,0,1,36,36.0,0.05,0.9,0.95,0.05,0.05,0.05,0.05,0.9,0,0
100,4,31,ring,0.6,2805182450,40,60,1,28,11,10,10,4,18,7.0,0.025,0.7,0.725,0.275,0.275,0.275,0.275,0.45,1,1
100,4,31,small_world,0.6,2805182450,40,60,1,38,1,13,13,3,25,12.666666666666666,0.025,0.95,0.975,0.35,0.35,0.35,0.35,0.625,1,1
100,4,31,scale_free,0.6,2805182450,40,60,0,36,4,0,0,1,36,36.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.9,0,0
100,4,31,er,0.7,2805182450,30,70,2,28,0,4,4,3,24,9.333333333333334,0.06666666666666667,0.9333333333333333,1.0,0.2,0.2,0.2,0.2,0.8,1,1
100,4,31,ring,0.7,2805182450,30,70,2,28,0,18,18,6,10,4.666666666666667,0.06666666666666667,0.9333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,1
100,4,31,small_world,0.7,2805182450,30,70,2,27,1,5,5,2,22,13.5,0.06666666666666667,0.9,0.9666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.7333333333333333,1,1
100,4,31,scale_free,0.7,2805182450,30,70,1,27,2,27,27,1,27,27.0,0.03333333333333333,0.9,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.03333333333333333,0.03333333333333333,0.9,1,1
100,4,31,er,0.8,2805182450,20,80,0,20,0,20,20,1,20,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1
100,4,31,ring,0.8,2805182450,20,80,4,16,0,16,16,5,7,3.2,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.35,1,1
100,4,31,small_world,0.8,2805182450,20,80,3,17,0,17,17,3,13,5.666666666666667,0.15,0.85,1.0,1.0,1.0,0.35,0.35,0.65,1,1
100,4,31,scale_free,0.8,2805182450,20,80,2,17,1,17,17,1,17,17.0,0.1,0.85,0.95,0.95,0.95,0.1,0.1,0.85,1,1
100,4,31,er,0.9,2805182450,10,90,1,9,0,9,9,2,6,4.5,0.1,0.9,1.0,1.0,1.0,1.0,1.0,0.6,1,1
100,4,31,ring,0.9,2805182450,10,90,3,7,0,7,7,2,5,3.5,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.5,1,1
100,4,31,small_world,0.9,2805182450,10,90,3,7,0,7,7,3,3,2.3333333333333335,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,31,scale_free,0.9,2805182450,10,90,3,7,0,7,7,2,5,3.5,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.5,1,1
100,4,32,er,0.1,268953627,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,ring,0.1,268953627,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,small_world,0.1,268953627,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,scale_free,0.1,268953627,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,er,0.2,268953627,80,20,1,0,79,0,0,0,0,0.0,0.0125,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0,0,0
100,4,32,ring,0.2,268953627,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,small_world,0.2,268953627,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,scale_free,0.2,268953627,80,20,0,2,78,2,2,1,2,2.0,0.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1,1
100,4,32,er,0.3,268953627,70,30,3,2,65,2,2,1,2,2.0,0.04285714285714286,0.02857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02857142857142857,1,1
100,4,32,ring,0.3,268953627,70,30,0,7,63,0,0,1,7,7.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0,0
100,4,32,small_world,0.3,268953627,70,30,0,0,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,32,scale_free,0.3,268953627,70,30,1,3,66,3,3,1,3,3.0,0.014285714285714285,0.04285714285714286,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.04285714285714286,1,1
100,4,32,er,0.4,268953627,60,40,2,2,56,2,2,1,2,2.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,1,1
100,4,32,ring,0.4,268953627,60,40,0,18,42,7,7,4,8,4.5,0.0,0.3,0.3,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.13333333333333333,1,1
100,4,32,small_world,0.4,268953627,60,40,0,4,56,4,4,1,4,4.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1,1
100,4,32,scale_free,0.4,268953627,60,40,1,37,22,4,4,3,33,12.333333333333334,0.016666666666666666,0.6166666666666667,0.6333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.55,1,1
100,4,32,er,0.5,268953627,50,50,2,0,48,0,0,0,0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0,0
100,4,32,ring,0.5,268953627,50,50,0,16,34,13,13,5,4,3.2,0.0,0.32,0.32,0.26,0.26,0.26,0.26,0.08,1,1
100,4,32,small_world,0.5,268953627,50,50,0,34,16,4,4,2,30,17.0,0.0,0.68,0.68,0.08,0.08,0.08,0.08,0.6,1,1
100,4,32,scale_free,0.5,268953627,50,50,1,40,9,2,2,2,38,20.0,0.02,0.8,0.82,0.06,0.06,0.06,0.06,0.76,1,1
100,4,32,er,0.6,268953627,40,60,1,36,3,36,36,1,36,36.0,0.025,0.9,0.925,0.925,0.925,0.025,0.025,0.9,1,1
100,4,32,ring,0.6,268953627,40,60,0,36,4,6,6,4,22,9.0,0.0,0.9,0.9,0.15,0.15,0.15,0.15,0.55,1,1
100,4,32,small_world,0.6,268953627,40,60,0,35,5,2,2,3,29,11.666666666666666,0.0,0.875,0.875,0.05,0.05,0.05,0.05,0.725,1,1
100,4,32,scale_free,0.6,268953627,40,60,1,37,2,3,3,2,34,18.5,0.025,0.925,0.95,0.1,0.1,0.1,0.1,0.85,1,1
100,4,32,er,0.7,268953627,30,70,2,25,3,25,25,1,25,25.0,0.06666666666666667,0.8333333333333334,0.9,0.9,0.9,0.06666666666666667,0.06666666666666667,0.8333333333333334,1,1
100,4,32,ring,0.7,268953627,30,70,1,29,0,26,26,7,12,4.142857142857143,0.03333333333333333,0.9666666666666667,1.0,0.9,0.9,0.5,0.5,0.4,1,1
100,4,32,small_world,0.7,268953627,30,70,2,27,1,21,21,4,19,6.75,0.06666666666666667,0.9,0.9666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.6333333333333333,1,1
100,4,32,scale_free,0.7,268953627,30,70,1,28,1,4,4,3,24,9.333333333333334,0.03333333333333333,0.9333333333333333,0.9666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8,1,1
100,4,32,er,0.8,268953627,20,80,2,17,1,17,17,2,15,8.5,0.1,0.85,0.95,0.95,0.95,0.2,0.2,0.75,1,1
100,4,32,ring,0.8,268953627,20,80,2,18,0,18,18,5,8,3.6,0.1,0.9,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,32,small_world,0.8,268953627,20,80,2,18,0,15,15,4,9,4.5,0.1,0.9,1.0,0.85,0.85,0.85,0.85,0.45,1,1
100,4,32,scale_free,0.8,268953627,20,80,4,16,0,0,0,1,16,16.0,0.2,0.8,1.0,0.2,0.2,0.2,0.2,0.8,0,0
100,4,32,er,0.9,268953627,10,90,3,7,0,7,7,3,3,2.3333333333333335,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,32,ring,0.9,268953627,10,90,2,8,0,8,8,3,4,2.6666666666666665,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,32,small_world,0.9,268953627,10,90,1,9,0,9,9,4,3,2.25,0.1,0.9,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,32,scale_free,0.9,268953627,10,90,3,7,0,7,7,1,7,7.0,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1,1
100,4,33,er,0.1,1706017257,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,ring,0.1,1706017257,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,small_world,0.1,1706017257,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,scale_free,0.1,1706017257,90,10,0,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,er,0.2,1706017257,80,20,2,0,78,0,0,0,0,0.0,0.025,0.0,0.025,0.025,0.025,0.025,0.025,0.0,0,0
100,4,33,ring,0.2,1706017257,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,small_world,0.2,1706017257,80,20,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,scale_free,0.2,1706017257,80,20,2,0,78,0,0,0,0,0.0,0.025,0.0,0.025,0.025,0.025,0.025,0.025,0.0,0,0
100,4,33,er,0.3,1706017257,70,30,2,0,68,0,0,0,0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0
100,4,33,ring,0.3,1706017257,70,30,0,0,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,small_world,0.3,1706017257,70,30,0,0,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,scale_free,0.3,1706017257,70,30,2,0,68,0,0,0,0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0
100,4,33,er,0.4,1706017257,60,40,3,0,57,0,0,0,0,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.0,0,0
100,4,33,ring,0.4,1706017257,60,40,0,5,55,5,5,2,3,2.5,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,1,1
100,4,33,small_world,0.4,1706017257,60,40,0,5,55,5,5,2,3,2.5,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,1,1
100,4,33,scale_free,0.4,1706017257,60,40,0,2,58,2,2,1,2,2.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,1,1
100,4,33,er,0.5,1706017257,50,50,5,41,4,0,0,1,41,41.0,0.1,0.82,0.92,0.1,0.1,0.1,0.1,0.82,0,0
100,4,33,ring,0.5,1706017257,50,50,0,6,44,6,6,2,4,3.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.08,1,1
100,4,33,small_world,0.5,1706017257,50,50,0,11,39,11,11,2,9,5.5,0.0,0.22,0.22,0.22,0.22,0.22,0.22,0.18,1,1
100,4,33,scale_free,0.5,1706017257,50,50,0,0,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,4,33,er,0.6,1706017257,40,60,7,32,1,0,0,1,32,32.0,0.175,0.8,0.975,0.175,0.175,0.175,0.175,0.8,0,0
100,4,33,ring,0.6,1706017257,40,60,0,40,0,15,15,4,16,10.0,0.0,1.0,1.0,0.375,0.375,0.075,0.075,0.4,1,1
100,4,33,small_world,0.6,1706017257,40,60,0,39,1,3,3,2,36,19.5,0.0,0.975,0.975,0.075,0.075,0.075,0.075,0.9,1,1
100,4,33,scale_free,0.6,1706017257,40,60,1,35,4,0,0,1,35,35.0,0.025,0.875,0.9,0.025,0.025,0.025,0.025,0.875,0,0
100,4,33,er,0.7,1706017257,30,70,5,24,1,0,0,1,24,24.0,0.16666666666666666,0.8,0.9666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8,0,0
100,4,33,ring,0.7,1706017257,30,70,1,29,0,29,29,5,9,5.8,0.03333333333333333,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.3,1,1
100,4,33,small_world,0.7,1706017257,30,70,0,29,1,29,29,3,20,9.666666666666666,0.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.3,0.3,0.6666666666666666,1,1
100,4,33,scale_free,0.7,1706017257,30,70,1,29,0,0,0,1,29,29.0,0.03333333333333333,0.9666666666666667,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9666666666666667,0,0
100,4,33,er,0.8,1706017257,20,80,2,18,0,18,18,2,16,9.0,0.1,0.9,1.0,1.0,1.0,0.2,0.2,0.8,1,1
100,4,33,ring,0.8,1706017257,20,80,4,16,0,16,16,5,5,3.2,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.25,1,1
100,4,33,small_world,0.8,1706017257,20,80,3,16,1,16,16,3,10,5.333333333333333,0.15,0.8,0.95,0.95,0.95,0.95,0.95,0.5,1,1
100,4,33,scale_free,0.8,1706017257,20,80,2,18,0,0,0,1,18,18.0,0.1,0.9,1.0,0.1,0.1,0.1,0.1,0.9,0,0
100,4,33,er,0.9,1706017257,10,90,3,7,0,7,7,2,4,3.5,0.3,0.7,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,33,ring,0.9,1706017257,10,90,4,6,0,6,6,2,4,3.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.4,1,1
100,4,33,small_world,0.9,1706017257,10,90,2,7,1,7,7,3,3,2.3333333333333335,0.2,0.7,0.9,0.9,0.9,0.9,0.9,0.3,1,1
